"correct_answer","Answer.time_in_minutes","utterance","correct_color","correct_material","workerid","rt","response","feature_type","feature","item","slide_number_in_experiment","object","label","speaker_cond"
"['yes']",2.60206666666667,"","['brown']","['paper']",7,NA,"[1236, 'yes']","['material']","['paper']","['bag']","experimental_trial","","bag_paper_original","list1"
"['yes']",2.60206666666667,"","['purple']","['leather']",7,NA,"[1230, 'yes']","['color']","['purple']","['jacket']","experimental_trial","","jacket_leather_purple","list1"
"['no']",2.60206666666667,"","['green']","['rubber']",7,NA,"[1978, 'no']","['material']","['leather']","['boot']","experimental_trial","","boot_rubber_original","list1"
"['yes']",2.60206666666667,"","['green']","['rubber']",7,NA,"[1304, 'yes']","['material']","['rubber']","['boot']","experimental_trial","","boot_rubber_green","list1"
"['no']",2.60206666666667,"","['blue']","['plastic']",7,NA,"[1379, 'no']","['color']","['green']","['plate']","experimental_trial","","plate_plastic_original","list1"
"['yes']",2.60206666666667,"","['white']","['paper']",7,NA,"[1547, 'yes']","['material']","['paper']","['plate']","experimental_trial","","plate_paper_original","list1"
"['yes']",2.60206666666667,"","['green']","['plastic']",7,NA,"[1104, 'yes']","['color']","['green']","['bottle']","experimental_trial","","bottle_plastic_green","list1"
"['no']",2.60206666666667,"","['green']","['plastic']",7,NA,"[1293, 'no']","['color']","['blue']","['spoon']","experimental_trial","","spoon_plastic_green","list1"
"['yes']",2.60206666666667,"","['green']","['glass']",7,NA,"[1284, 'yes']","['color']","['green']","['bottle']","experimental_trial","","bottle_glass_green","list1"
"['yes']",2.60206666666667,"","['blue']","['metal']",7,NA,"[1378, 'yes']","['color']","['blue']","['cup']","experimental_trial","","cup_metal_blue","list1"
"['yes']",2.60206666666667,"","['purple']","['denim']",7,NA,"[1279, 'yes']","['color']","['purple']","['jacket']","experimental_trial","","jacket_denim_purple","list1"
"['no']",2.60206666666667,"","['blue']","['plastic']",7,NA,"[1235, 'no']","['color']","['red']","['cup']","experimental_trial","","cup_plastic_blue","list1"
"['yes']",2.60206666666667,"","['green']","['plastic']",7,NA,"[1582, 'no']","['material']","['plastic']","['plate']","experimental_trial","","plate_plastic_green","list1"
"['no']",2.60206666666667,"","['white']","['plastic']",7,NA,"[1291, 'no']","['material']","['wood']","['spoon']","experimental_trial","","spoon_plastic_original","list1"
"['yes']",2.60206666666667,"","['green']","['plastic']",7,NA,"[1109, 'yes']","['color']","['green']","['cup']","experimental_trial","","cup_plastic_green","list1"
"['no']",2.60206666666667,"","['blue']","['metal']",7,NA,"[1390, 'no']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_metal_blue","list1"
"['no']",2.60206666666667,"","['purple']","['metal']",7,NA,"[1228, 'no']","['color']","['green']","['chair']","experimental_trial","","chair_metal_purple","list1"
"['no']",2.60206666666667,"","['blue']","['glass']",7,NA,"[1819, 'no']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_glass_blue","list1"
"['no']",2.60206666666667,"","['blue']","['glass']",7,NA,"[2336, 'no']","['color']","['red']","['bottle']","experimental_trial","","bottle_glass_blue","list1"
"['no']",2.60206666666667,"","['brown']","['wood']",7,NA,"[2124, 'no']","['material']","['plastic']","['chair']","experimental_trial","","chair_wood_original","list1"
"['no']",2.60206666666667,"","['black']","['leather']",7,NA,"[1341, 'no']","['color']","['green']","['boot']","experimental_trial","","boot_leather_original","list1"
"['no']",2.60206666666667,"","['green']","['wood']",7,NA,"[1191, 'no']","['color']","['orange']","['box']","experimental_trial","","box_wood_green","list1"
"['yes']",2.60206666666667,"","['green']","['glass']",7,NA,"[1421, 'yes']","['color']","['green']","['bowl']","experimental_trial","","bowl_glass_green","list1"
"['no']",2.60206666666667,"","['blue']","['paper']",7,NA,"[1364, 'no']","['color']","['black']","['plate']","experimental_trial","","plate_paper_blue","list1"
"['yes']",2.60206666666667,"","['silver']","['metal']",7,NA,"[1209, 'yes']","['color']","['silver']","['spoon']","experimental_trial","","spoon_metal_original","list1"
"['yes']",2.60206666666667,"","['white']","['plastic']",7,NA,"[1395, 'yes']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_plastic_original","list1"
"['no']",2.60206666666667,"","['silver']","['metal']",7,NA,"[1383, 'no']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_metal_original","list1"
"['no']",2.60206666666667,"","['brown']","['leather']",7,NA,"[1613, 'no']","['material']","['canvas']","['boot']","experimental_trial","","boot_leather_brown","list1"
"['yes']",2.60206666666667,"","['blue']","['wood']",7,NA,"[1175, 'yes']","['color']","['blue']","['box']","experimental_trial","","box_wood_blue","list1"
"['yes']",2.60206666666667,"","['blue']","['plastic']",7,NA,"[1228, 'yes']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_plastic_blue","list1"
"['yes']",2.60206666666667,"","['silver']","['metal']",7,NA,"[1648, 'yes']","['color']","['silver']","['chair']","experimental_trial","","chair_metal_original","list1"
"['no']",2.60206666666667,"","['blue']","['denim']",7,NA,"[1320, 'no']","['color']","['green']","['jacket']","experimental_trial","","jacket_denim_original","list1"
"['no']",2.60206666666667,"","['white']","['plastic']",7,NA,"[1151, 'no']","['color']","['blue']","['bag']","experimental_trial","","bag_plastic_original","list1"
"['no']",2.60206666666667,"","['blue']","['plastic']",7,NA,"[1170, 'no']","['material']","['glass']","['bag']","experimental_trial","","bag_plastic_blue","list1"
"['yes']",2.60206666666667,"","['blue']","['plastic']",7,NA,"[1261, 'yes']","['color']","['blue']","['chair']","experimental_trial","","chair_plastic_original","list1"
"['yes']",2.60206666666667,"","['green']","['plastic']",7,NA,"[1068, 'yes']","['color']","['green']","['pitcher']","experimental_trial","","pitcher_plastic_green","list1"
"['no']",2.60206666666667,"","['green']","['metal']",7,NA,"[1193, 'no']","['material']","['wood']","['bowl']","experimental_trial","","bowl_metal_green","list1"
"['no']",2.60206666666667,"","['brown']","['wood']",7,NA,"[1069, 'no']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_original","list1"
"['yes']",2.60206666666667,"","['pink']","['plastic']",7,NA,"[1435, 'yes']","['material']","['plastic']","['plate']","experimental_trial","","plate_plastic_pink","list1"
"['yes']",2.60206666666667,"","['green']","['glass']",7,NA,"[1197, 'yes']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_glass_green","list1"
"['no']",2.60206666666667,"","['green']","['leather']",7,NA,"[1236, 'no']","['material']","['denim']","['jacket']","experimental_trial","","jacket_leather_green","list1"
"['no']",2.60206666666667,"","['brown']","['wood']",7,NA,"[1126, 'no']","['material']","['plastic']","['table']","experimental_trial","","table_wood_original","list1"
"['yes']",2.60206666666667,"","['green']","['metal']",7,NA,"[1436, 'yes']","['material']","['metal']","['chair']","experimental_trial","","chair_metal_green","list1"
"['no']",2.60206666666667,"","['blue']","['metal']",7,NA,"[1684, 'yes']","['color']","['white']","['bowl']","experimental_trial","","bowl_metal_blue","list1"
"['yes']",2.60206666666667,"","['blue']","['metal']",7,NA,"[1167, 'no']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_metal_blue","list1"
"['no']",2.60206666666667,"","['black']","['leather']",7,NA,"[1255, 'no']","['color']","['blue']","['jacket']","experimental_trial","","jacket_leather_original","list1"
"['yes']",2.60206666666667,"","['green']","['leather']",7,NA,"[2193, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_leather_green","list1"
"['yes']",2.60206666666667,"","['green']","['metal']",7,NA,"[1221, 'yes']","['material']","['metal']","['spoon']","experimental_trial","","spoon_metal_green","list1"
"['no']",2.60206666666667,"","['green']","['wood']",7,NA,"[1310, 'no']","['color']","['red']","['table']","experimental_trial","","table_wood_green","list1"
"['yes']",2.60206666666667,"","['green']","['metal']",7,NA,"[1569, 'yes']","['material']","['metal']","['pitcher']","experimental_trial","","pitcher_metal_green","list1"
"['no']",2.60206666666667,"","['blue']","['wood']",7,NA,"[1511, 'no']","['material']","['metal']","['table']","experimental_trial","","table_wood_blue","list1"
"['no']",2.60206666666667,"","['green']","['cardboard']",7,NA,"[2825, 'no']","['color']","['purple']","['box']","experimental_trial","","box_cardboard_green","list1"
"['no']",2.60206666666667,"","['clear']","['glass']",7,NA,"[1174, 'no']","['material']","['paper']","['bottle']","experimental_trial","","bottle_glass_original","list1"
"['no']",2.60206666666667,"","['brown']","['cardboard']",7,NA,"[1441, 'no']","['material']","['plastic']","['box']","experimental_trial","","box_cardboard_original","list1"
"['yes']",2.60206666666667,"","['silver']","['metal']",7,NA,"[1230, 'yes']","['material']","['metal']","['cup']","experimental_trial","","cup_metal_original","list1"
"['no']",2.60206666666667,"","['purple']","['plastic']",7,NA,"[1080, 'no']","['color']","['white']","['chair']","experimental_trial","","chair_plastic_purple","list1"
"['no']",2.60206666666667,"","['clear']","['glass']",7,NA,"[1782, 'no']","['material']","['metal']","['bowl']","experimental_trial","","bowl_glass_original","list1"
"['yes']",2.60206666666667,"","['brown']","['rubber']",7,NA,"[1168, 'yes']","['color']","['brown']","['boot']","experimental_trial","","boot_rubber_brown","list1"
"['yes']",2.60206666666667,"","['green']","['denim']",7,NA,"[1437, 'yes']","['material']","['denim']","['jacket']","experimental_trial","","jacket_denim_green","list1"
"['yes']",2.60206666666667,"","['blue']","['wood']",7,NA,"[1438, 'yes']","['material']","['wood']","['spoon']","experimental_trial","","spoon_wood_blue","list1"
"['yes']",2.60206666666667,"","['green']","['wood']",7,NA,"[1462, 'yes']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_green","list1"
"['no']",2.60206666666667,"","['clear']","['plastic']",7,NA,"[1110, 'no']","['color']","['black']","['bottle']","experimental_trial","","bottle_plastic_original","list1"
"",3.66715,"bot_check","","",8,0,"sarah","","","","1","Sarah","","list1"
"['no']",3.66715,"","['silver']","['metal']",8,NA,"[1784, 'yes']","['material']","['glass']","['ball']","practice_trial","","ball_metal_original","list1"
"['yes']",3.66715,"","['yellow']","['wood']",8,NA,"[1601, 'no']","['color']","['yellow']","['door']","practice_trial","","door_wood_yellow","list1"
"['no']",3.66715,"","['blue']","['metal']",8,NA,"[620, 'no']","['color']","['red']","['bag']","practice_trial","","ruler_metal_blue","list1"
"['yes']",3.66715,"","['red']","['plastic']",8,NA,"[699, 'yes']","['material']","['plastic']","['ball']","practice_trial","","ball_plastic_red","list1"
"['yes']",3.66715,"","['green']","['glass']",8,NA,"[1180, 'no']","['color']","['green']","['bowl']","experimental_trial","","bowl_glass_green","list1"
"['no']",3.66715,"","['blue']","['plastic']",8,NA,"[590, 'yes']","['material']","['glass']","['bag']","experimental_trial","","bag_plastic_blue","list1"
"['no']",3.66715,"","['green']","['metal']",8,NA,"[1015, 'no']","['material']","['paper']","['cup']","experimental_trial","","cup_metal_green","list1"
"['yes']",3.66715,"","['green']","['metal']",8,NA,"[833, 'yes']","['material']","['metal']","['spoon']","experimental_trial","","spoon_metal_green","list1"
"['no']",3.66715,"","['black']","['leather']",8,NA,"[1220, 'no']","['color']","['green']","['boot']","experimental_trial","","boot_leather_original","list1"
"['no']",3.66715,"","['clear']","['glass']",8,NA,"[668, 'yes']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_glass_original","list1"
"['yes']",3.66715,"","['blue']","['cardboard']",8,NA,"[926, 'yes']","['material']","['cardboard']","['box']","experimental_trial","","box_cardboard_blue","list1"
"['yes']",3.66715,"","['green']","['plastic']",8,NA,"[586, 'yes']","['color']","['green']","['pitcher']","experimental_trial","","pitcher_plastic_green","list1"
"['no']",3.66715,"","['black']","['leather']",8,NA,"[1352, 'yes']","['color']","['blue']","['jacket']","experimental_trial","","jacket_leather_original","list1"
"['no']",3.66715,"","['clear']","['plastic']",8,NA,"[1388, 'yes']","['color']","['black']","['bottle']","experimental_trial","","bottle_plastic_original","list1"
"['yes']",3.66715,"","['green']","['metal']",8,NA,"[684, 'yes']","['material']","['metal']","['chair']","experimental_trial","","chair_metal_green","list1"
"['no']",3.66715,"","['silver']","['metal']",8,NA,"[1016, 'yes']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_metal_original","list1"
"['yes']",3.66715,"","['silver']","['metal']",8,NA,"[1403, 'no']","['color']","['silver']","['spoon']","experimental_trial","","spoon_metal_original","list1"
"['yes']",3.66715,"","['pink']","['plastic']",8,NA,"[1163, 'no']","['material']","['plastic']","['plate']","experimental_trial","","plate_plastic_pink","list1"
"['yes']",3.66715,"","['purple']","['denim']",8,NA,"[819, 'no']","['color']","['purple']","['jacket']","experimental_trial","","jacket_denim_purple","list1"
"['yes']",3.66715,"","['blue']","['metal']",8,NA,"[1108, 'yes']","['color']","['blue']","['cup']","experimental_trial","","cup_metal_blue","list1"
"['no']",3.66715,"","['green']","['plastic']",8,NA,"[608, 'no']","['color']","['blue']","['spoon']","experimental_trial","","spoon_plastic_green","list1"
"['no']",3.66715,"","['clear']","['plastic']",8,NA,"[1682, 'yes']","['material']","['metal']","['cup']","experimental_trial","","cup_plastic_original","list1"
"['no']",3.66715,"","['white']","['plastic']",8,NA,"[1291, 'no']","['color']","['blue']","['bag']","experimental_trial","","bag_plastic_original","list1"
"['yes']",3.66715,"","['silver']","['metal']",8,NA,"[1404, 'no']","['material']","['metal']","['cup']","experimental_trial","","cup_metal_original","list1"
"['yes']",3.66715,"","['blue']","['plastic']",8,NA,"[560, 'no']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_plastic_blue","list1"
"['no']",3.66715,"","['green']","['rubber']",8,NA,"[729, 'no']","['material']","['leather']","['boot']","experimental_trial","","boot_rubber_original","list1"
"['no']",3.66715,"","['blue']","['paper']",8,NA,"[29143, 'yes']","['color']","['black']","['plate']","experimental_trial","","plate_paper_blue","list1"
"['yes']",3.66715,"","['purple']","['wood']",8,NA,"[3257, 'yes']","['color']","['purple']","['chair']","experimental_trial","","chair_wood_purple","list1"
"['no']",3.66715,"","['green']","['leather']",8,NA,"[1520, 'yes']","['material']","['denim']","['jacket']","experimental_trial","","jacket_leather_green","list1"
"['yes']",3.66715,"","['green']","['metal']",8,NA,"[678, 'yes']","['color']","['green']","['table']","experimental_trial","","table_metal_green","list1"
"['no']",3.66715,"","['blue']","['metal']",8,NA,"[1126, 'yes']","['material']","['plastic']","['spoon']","experimental_trial","","spoon_metal_blue","list1"
"['no']",3.66715,"","['clear']","['glass']",8,NA,"[1079, 'yes']","['material']","['paper']","['bottle']","experimental_trial","","bottle_glass_original","list1"
"['no']",3.66715,"","['clear']","['glass']",8,NA,"[697, 'yes']","['material']","['metal']","['bowl']","experimental_trial","","bowl_glass_original","list1"
"['yes']",3.66715,"","['green']","['plastic']",8,NA,"[1377, 'yes']","['material']","['plastic']","['plate']","experimental_trial","","plate_plastic_green","list1"
"['yes']",3.66715,"","['green']","['wood']",8,NA,"[1116, 'yes']","['material']","['wood']","['chair']","experimental_trial","","chair_wood_green","list1"
"['yes']",3.66715,"","['green']","['plastic']",8,NA,"[1256, 'yes']","['color']","['green']","['cup']","experimental_trial","","cup_plastic_green","list1"
"['no']",3.66715,"","['green']","['plastic']",8,NA,"[1505, 'yes']","['material']","['metal']","['chair']","experimental_trial","","chair_plastic_green","list1"
"['no']",3.66715,"","['brown']","['wood']",8,NA,"[1461, 'yes']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_original","list1"
"['yes']",3.66715,"","['green']","['plastic']",8,NA,"[1170, 'yes']","['color']","['green']","['bag']","experimental_trial","","bag_plastic_green","list1"
"['no']",3.66715,"","['blue']","['wood']",8,NA,"[1253, 'yes']","['material']","['metal']","['table']","experimental_trial","","table_wood_blue","list1"
"['yes']",3.66715,"","['blue']","['wood']",8,NA,"[897, 'yes']","['material']","['wood']","['spoon']","experimental_trial","","spoon_wood_blue","list1"
"['no']",3.66715,"","['white']","['plastic']",8,NA,"[1271, 'yes']","['material']","['wood']","['spoon']","experimental_trial","","spoon_plastic_original","list1"
"['yes']",3.66715,"","['blue']","['paper']",8,NA,"[1018, 'yes']","['color']","['blue']","['bag']","experimental_trial","","bag_paper_blue","list1"
"['no']",3.66715,"","['brown']","['leather']",8,NA,"[1071, 'yes']","['material']","['canvas']","['boot']","experimental_trial","","boot_leather_brown","list1"
"['no']",3.66715,"","['blue']","['glass']",8,NA,"[1052, 'yes']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_glass_blue","list1"
"['no']",3.66715,"","['green']","['cardboard']",8,NA,"[1093, 'yes']","['color']","['purple']","['box']","experimental_trial","","box_cardboard_green","list1"
"['no']",3.66715,"","['green']","['paper']",8,NA,"[1093, 'yes']","['material']","['metal']","['plate']","experimental_trial","","plate_paper_green","list1"
"['yes']",3.66715,"","['brown']","['paper']",8,NA,"[1091, 'yes']","['material']","['paper']","['bag']","experimental_trial","","bag_paper_original","list1"
"['no']",3.66715,"","['brown']","['wood']",8,NA,"[37743, 'no']","['material']","['plastic']","['chair']","experimental_trial","","chair_wood_original","list1"
"['yes']",3.66715,"","['green']","['plastic']",8,NA,"[1310, 'no']","['color']","['green']","['bottle']","experimental_trial","","bottle_plastic_green","list1"
"['yes']",3.66715,"","['green']","['metal']",8,NA,"[1852, 'no']","['material']","['metal']","['pitcher']","experimental_trial","","pitcher_metal_green","list1"
"['no']",3.66715,"","['green']","['wood']",8,NA,"[1111, 'no']","['color']","['red']","['table']","experimental_trial","","table_wood_green","list1"
"['yes']",3.66715,"","['blue']","['glass']",8,NA,"[971, 'yes']","['material']","['glass']","['bowl']","experimental_trial","","bowl_glass_blue","list1"
"['yes']",3.66715,"","['blue']","['plastic']",8,NA,"[610, 'no']","['color']","['blue']","['chair']","experimental_trial","","chair_plastic_original","list1"
"['yes']",3.66715,"","['white']","['plastic']",8,NA,"[530, 'yes']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_plastic_original","list1"
"['no']",3.66715,"","['green']","['metal']",8,NA,"[850, 'yes']","['material']","['wood']","['bowl']","experimental_trial","","bowl_metal_green","list1"
"['yes']",3.66715,"","['green']","['denim']",8,NA,"[782, 'yes']","['material']","['denim']","['jacket']","experimental_trial","","jacket_denim_green","list1"
"['yes']",3.66715,"","['silver']","['metal']",8,NA,"[750, 'yes']","['material']","['metal']","['table']","experimental_trial","","table_metal_original","list1"
"['no']",3.66715,"","['blue']","['glass']",8,NA,"[672, 'no']","['color']","['red']","['bottle']","experimental_trial","","bottle_glass_blue","list1"
"['no']",3.66715,"","['blue']","['metal']",8,NA,"[969, 'no']","['color']","['white']","['bowl']","experimental_trial","","bowl_metal_blue","list1"
"['yes']",3.66715,"","['purple']","['leather']",8,NA,"[932, 'no']","['color']","['purple']","['jacket']","experimental_trial","","jacket_leather_purple","list1"
"['yes']",3.66715,"","['green']","['rubber']",8,NA,"[1311, 'no']","['material']","['rubber']","['boot']","experimental_trial","","boot_rubber_green","list1"
"['yes']",3.66715,"","['silver']","['metal']",8,NA,"[957, 'no']","['color']","['silver']","['bowl']","experimental_trial","","bowl_metal_original","list1"
"['no']",3.66715,"","['blue']","['plastic']",8,NA,"[547, 'no']","['color']","['purple']","['pitcher']","experimental_trial","","pitcher_plastic_blue","list1"
"['no']",3.66715,"","['blue']","['plastic']",8,NA,"[725, 'no']","['color']","['green']","['plate']","experimental_trial","","plate_plastic_original","list1"
"['yes']",3.66715,"","['blue']","['metal']",8,NA,"[558, 'no']","['color']","['blue']","['pitcher']","experimental_trial","","pitcher_metal_blue","list1"
"['no']",3.66715,"","['blue']","['metal']",8,NA,"[555, 'no']","['material']","['plastic']","['table']","experimental_trial","","table_metal_blue","list1"
"['yes']",3.66715,"","['green']","['glass']",8,NA,"[841, 'no']","['material']","['glass']","['pitcher']","experimental_trial","","pitcher_glass_green","list1"
"['yes']",3.66715,"","['blue']","['wood']",8,NA,"[1124, 'no']","['color']","['blue']","['box']","experimental_trial","","box_wood_blue","list1"
"['yes']",3.66715,"","['silver']","['metal']",8,NA,"[1145, 'yes']","['color']","['silver']","['chair']","experimental_trial","","chair_metal_original","list1"
"['no']",3.66715,"","['brown']","['cardboard']",8,NA,"[661, 'no']","['material']","['plastic']","['box']","experimental_trial","","box_cardboard_original","list1"
"['no']",3.66715,"","['purple']","['metal']",8,NA,"[684, 'no']","['color']","['green']","['chair']","experimental_trial","","chair_metal_purple","list1"
"['yes']",3.66715,"","['green']","['glass']",8,NA,"[877, 'no']","['color']","['green']","['bottle']","experimental_trial","","bottle_glass_green","list1"
"['no']",3.66715,"","['purple']","['plastic']",8,NA,"[932, 'no']","['color']","['white']","['chair']","experimental_trial","","chair_plastic_purple","list1"
"['yes']",3.66715,"","['green']","['leather']",8,NA,"[877, 'no']","['material']","['leather']","['boot']","experimental_trial","","boot_leather_green","list1"
"['no']",3.66715,"","['brown']","['wood']",8,NA,"[1043, 'no']","['material']","['plastic']","['table']","experimental_trial","","table_wood_original","list1"
"['yes']",3.66715,"","['brown']","['rubber']",8,NA,"[1053, 'no']","['color']","['brown']","['boot']","experimental_trial","","boot_rubber_brown","list1"
"['no']",3.66715,"","['green']","['paper']",8,NA,"[682, 'no']","['color']","['red']","['bag']","experimental_trial","","bag_paper_green","list1"
"['no']",3.66715,"","['blue']","['denim']",8,NA,"[1013, 'no']","['color']","['green']","['jacket']","experimental_trial","","jacket_denim_original","list1"
"['yes']",3.66715,"","['white']","['paper']",8,NA,"[1098, 'no']","['material']","['paper']","['plate']","experimental_trial","","plate_paper_original","list1"
"['yes']",3.66715,"","['blue']","['plastic']",8,NA,"[820, 'yes']","['material']","['plastic']","['bottle']","experimental_trial","","bottle_plastic_blue","list1"
"['no']",3.66715,"","['blue']","['plastic']",8,NA,"[631, 'no']","['color']","['red']","['cup']","experimental_trial","","cup_plastic_blue","list1"
"['yes']",3.66715,"","['green']","['wood']",8,NA,"[705, 'no']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_green","list1"
"['no']",3.66715,"","['green']","['wood']",8,NA,"[961, 'yes']","['color']","['orange']","['box']","experimental_trial","","box_wood_green","list1"
"['no']",3.66715,"","['brown']","['wood']",8,NA,"[591, 'no']","['material']","['glass']","['box']","experimental_trial","","box_wood_original","list1"
"",3.31881666666667,"bot_check","","",9,0,"Jessica","","","","1","Jessica","","list1"
"['no']",3.31881666666667,"","['silver']","['metal']",9,NA,"[2327, 'no']","['material']","['glass']","['ball']","practice_trial","","ball_metal_original","list1"
"['yes']",3.31881666666667,"","['yellow']","['wood']",9,NA,"[2879, 'no']","['color']","['yellow']","['door']","practice_trial","","door_wood_yellow","list1"
"['no']",3.31881666666667,"","['blue']","['metal']",9,NA,"[2159, 'no']","['color']","['red']","['bag']","practice_trial","","ruler_metal_blue","list1"
"['yes']",3.31881666666667,"","['red']","['plastic']",9,NA,"[2337, 'yes']","['material']","['plastic']","['ball']","practice_trial","","ball_plastic_red","list1"
"['yes']",3.31881666666667,"","['purple']","['leather']",9,NA,"[1927, 'yes']","['color']","['purple']","['jacket']","experimental_trial","","jacket_leather_purple","list1"
"['no']",3.31881666666667,"","['purple']","['metal']",9,NA,"[1632, 'no']","['color']","['green']","['chair']","experimental_trial","","chair_metal_purple","list1"
"['yes']",3.31881666666667,"","['green']","['plastic']",9,NA,"[1696, 'yes']","['color']","['green']","['bag']","experimental_trial","","bag_plastic_green","list1"
"['no']",3.31881666666667,"","['green']","['metal']",9,NA,"[1736, 'no']","['material']","['wood']","['bowl']","experimental_trial","","bowl_metal_green","list1"
"['no']",3.31881666666667,"","['white']","['plastic']",9,NA,"[1568, 'no']","['material']","['wood']","['spoon']","experimental_trial","","spoon_plastic_original","list1"
"['yes']",3.31881666666667,"","['pink']","['plastic']",9,NA,"[1464, 'yes']","['material']","['plastic']","['plate']","experimental_trial","","plate_plastic_pink","list1"
"['yes']",3.31881666666667,"","['green']","['wood']",9,NA,"[1688, 'yes']","['material']","['wood']","['chair']","experimental_trial","","chair_wood_green","list1"
"['no']",3.31881666666667,"","['brown']","['wood']",9,NA,"[1592, 'no']","['material']","['plastic']","['table']","experimental_trial","","table_wood_original","list1"
"['no']",3.31881666666667,"","['green']","['rubber']",9,NA,"[2672, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_rubber_original","list1"
"['no']",3.31881666666667,"","['green']","['cardboard']",9,NA,"[1792, 'no']","['color']","['purple']","['box']","experimental_trial","","box_cardboard_green","list1"
"['yes']",3.31881666666667,"","['blue']","['paper']",9,NA,"[1496, 'yes']","['color']","['blue']","['bag']","experimental_trial","","bag_paper_blue","list1"
"['yes']",3.31881666666667,"","['green']","['metal']",9,NA,"[2172, 'yes']","['material']","['metal']","['chair']","experimental_trial","","chair_metal_green","list1"
"['yes']",3.31881666666667,"","['blue']","['metal']",9,NA,"[1512, 'yes']","['color']","['blue']","['cup']","experimental_trial","","cup_metal_blue","list1"
"['no']",3.31881666666667,"","['brown']","['wood']",9,NA,"[1592, 'no']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_original","list1"
"['no']",3.31881666666667,"","['blue']","['wood']",9,NA,"[1656, 'no']","['material']","['metal']","['table']","experimental_trial","","table_wood_blue","list1"
"['no']",3.31881666666667,"","['blue']","['glass']",9,NA,"[2344, 'yes']","['material']","['plastic']","['pitcher']","experimental_trial","","pitcher_glass_blue","list1"
"['yes']",3.31881666666667,"","['green']","['rubber']",9,NA,"[2264, 'yes']","['material']","['rubber']","['boot']","experimental_trial","","boot_rubber_green","list1"
"['no']",3.31881666666667,"","['blue']","['metal']",9,NA,"[3232, 'no']","['material']","['plastic']","['table']","experimental_trial","","table_metal_blue","list1"
"['no']",3.31881666666667,"","['green']","['wood']",9,NA,"[1608, 'no']","['color']","['orange']","['box']","experimental_trial","","box_wood_green","list1"
"['yes']",3.31881666666667,"","['purple']","['denim']",9,NA,"[2328, 'yes']","['color']","['purple']","['jacket']","experimental_trial","","jacket_denim_purple","list1"
"['no']",3.31881666666667,"","['brown']","['wood']",9,NA,"[1584, 'no']","['material']","['glass']","['box']","experimental_trial","","box_wood_original","list1"
"['yes']",3.31881666666667,"","['green']","['metal']",9,NA,"[1664, 'yes']","['material']","['metal']","['spoon']","experimental_trial","","spoon_metal_green","list1"
"['no']",3.31881666666667,"","['clear']","['glass']",9,NA,"[1600, 'no']","['material']","['paper']","['bottle']","experimental_trial","","bottle_glass_original","list1"
"['yes']",3.31881666666667,"","['green']","['leather']",9,NA,"[1728, 'yes']","['material']","['leather']","['boot']","experimental_trial","","boot_leather_green","list1"
"['yes']",3.31881666666667,"","['green']","['glass']",9,NA,"[1800, 'yes']","['color']","['green']","['bowl']","experimental_trial","","bowl_glass_green","list1"
"['yes']",3.31881666666667,"","['green']","['wood']",9,NA,"[1536, 'yes']","['color']","['green']","['spoon']","experimental_trial","","spoon_wood_green","list1"
"['yes']",3.31881666666667,"","['blue']","['plastic']",9,NA,"[1640, 'yes']","['color']","['blue']","['chair']","experimental_trial","","chair_plastic_original","list1"
"['yes']",3.31881666666667,"","['brown']","['paper']",9,NA,"[1616, 'yes']","['material']","['paper']","['bag']","experimental_trial","","bag_paper_original","list1"
"['no']",3.31881666666667,"","['green']","['plastic']",9,NA,"[1512, 'no']","['color']","['blue']","['spoon']","experimental_trial","","spoon_plastic_green","list1"
"['no']",3.31881666666667,"","['green']","['paper']",9,NA,"[1552, 'no']","['color']","['red']","['bag']","experimental_trial","","bag_paper_green","list1"
"['no']",3.31881666666667,"","['blue']","['plastic']",9,NA,"[1416, 'no']","['color']","['red']","['cup']","experimental_trial","","cup_plastic_blue","list1"
"['yes']",3.31881666666667,"","['silver']","['metal']",9,NA,"[1528, 'yes']","['material']","['metal']","['cup']","experimental_trial","","cup_metal_original","list1"
"['yes']",3.31881666666667,"","['green']","['metal']",9,NA,"[1744, 'yes']","['color']","['green']","['table']","experimental_trial","","table_metal_green","list1"
"['yes']",3.31881666666667,"","['silver']","['metal']",9,NA,"[1296, 'yes']","['color']","['silver']","['spoon']","experimental_trial","","spoon_metal_original","list1"
