"","rowNum","gameid","roundNum","trialType","targetName","competitorName","notCompetitorName","speakerMessages","UtteranceType","SufficientProperty","RedundantProperty","RedExp3Cat","RedExp2Cat","redundant","clickedobject","clickedcolor","clickedmaterial","clickedoriginal","onlyColorMention","onlyMaterialMention","colormaterialMention","objnameMention","oneMention","theMention","article_Mention","ctrialType"
"123",123,"7475-6",9,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"124",124,"7475-6",15,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"125",125,"7475-6",16,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"126",126,"7475-6",18,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"127",127,"7475-6",19,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_clear_original","dark blue jug","only color","material","color redundant","underinformative","not_redundant",0,"pitcher","blue","metal",NA,1,0,0,0,0,1,1,0.515895953757225
"128",128,"7475-6",21,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","blue length table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"129",129,"7475-6",24,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_blue","green plastic water bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"130",130,"7475-6",26,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"131",131,"7475-6",28,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","dark blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"132",132,"7475-6",30,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","violet cahir","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,0,0,1,1,-0.484104046242775
"133",133,"7475-6",31,"high_difficulty","boot_leather_green","boot_leather_brown","boot_rubber_brown","green shoe","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,0,0,-0.484104046242775
"134",134,"7475-6",32,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","lite violet jacket","only color","material","color redundant","underinformative","not_redundant",0,"jacket","purple","denim",NA,1,0,0,1,0,1,1,0.515895953757225
"135",135,"2679-5",4,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue ","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,-0.484104046242775
"136",136,"2679-5",6,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"137",137,"2679-5",8,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","green","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,0,0,0,0,-0.484104046242775
"138",138,"2679-5",9,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_green","blue metal","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,0,0,1,1,0.515895953757225
"139",139,"2679-5",10,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","purple","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"140",140,"2679-5",11,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,0,0,-0.484104046242775
"141",141,"2679-5",12,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","blue paper","color and material","material","color redundant","redundant","redundant",1,"plate","blue","paper",NA,0,0,1,0,0,1,1,0.515895953757225
"142",142,"2679-5",13,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","blue long","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,0.515895953757225
"143",143,"2679-5",15,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","blue plastic","color and material","material","color redundant","redundant","redundant",1,"plate","blue","plastic","original",0,0,1,0,0,1,1,0.515895953757225
"144",144,"2679-5",17,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"145",145,"2679-5",18,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green (again)","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,0,0,1,1,-0.484104046242775
"146",146,"2679-5",20,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","green glass","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,0,0,1,1,0.515895953757225
"147",147,"2679-5",21,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","green plastic","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,0,0,1,1,0.515895953757225
"148",148,"2679-5",23,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","green plastic","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,0,0,1,1,0.515895953757225
"149",149,"2679-5",29,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","purple jean","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,0,0,1,1,0.515895953757225
"150",150,"2679-5",30,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","silver","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,0,0,0,0,-0.484104046242775
"151",151,"7214-7",1,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","its grey","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,0,0,0,0,-0.484104046242775
"152",152,"7214-7",3,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"153",153,"7214-7",6,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","bigger blue desk","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,0.515895953757225
"154",154,"7214-7",7,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","green","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,0,0,0,0,-0.484104046242775
"155",155,"7214-7",10,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"156",156,"7214-7",12,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,-0.484104046242775
"157",157,"7214-7",13,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"158",158,"7214-7",14,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_pink","blue reversed with many curves","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,1,1,0.515895953757225
"159",159,"7214-7",16,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","purple for men","only color","material","color redundant","underinformative","not_redundant",0,"jacket","purple","denim",NA,1,0,0,0,0,0,0,0.515895953757225
"160",160,"7214-7",19,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,0,0,-0.484104046242775
"161",161,"7214-7",21,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_clear_original","dark blue","only color","material","color redundant","underinformative","not_redundant",0,"pitcher","blue","metal",NA,1,0,0,0,0,1,1,0.515895953757225
"162",162,"7214-7",27,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","the other blue","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,0,0,1,1,0.515895953757225
"163",163,"7214-7",29,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","green bottle without handle","only color","material","color redundant","underinformative","not_redundant",0,"cup","green","plastic",NA,1,0,0,1,0,1,1,0.515895953757225
"164",164,"7214-7",31,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"165",165,"6964-b",2,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","Which is green in color","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"166",166,"6964-b",3,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","Which is dark in blue.","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,0,0,1,1,0.515895953757225
"167",167,"6964-b",8,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","green color","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"168",168,"6964-b",12,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue color","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,-0.484104046242775
"169",169,"6964-b",15,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","long blue","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,0.515895953757225
"170",170,"6704-2",2,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","green bottle with thin green cap, not wired","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","glass",NA,1,0,0,1,0,1,1,0.515895953757225
"171",171,"6704-2",8,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","plastic","only material","material","color redundant","minimal","not_redundant",0,"cup","green","plastic",NA,0,1,0,0,0,1,1,0.515895953757225
"172",172,"6704-2",9,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","short sleeve purple","only color","material","color redundant","underinformative","not_redundant",0,"jacket","purple","denim",NA,1,0,0,0,0,0,0,0.515895953757225
"173",173,"6704-2",11,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"174",174,"6704-2",14,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,-0.484104046242775
"175",175,"6704-2",15,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_green","large blue","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,1,1,0.515895953757225
"176",176,"6704-2",21,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_pink","light blue","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,0.515895953757225
"177",177,"6704-2",22,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,0,0,0,0,-0.484104046242775
"178",178,"6704-2",23,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","purple","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"179",179,"6704-2",26,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"180",180,"6704-2",28,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"181",181,"6704-2",31,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,0,0,-0.484104046242775
"182",182,"6704-2",32,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_clear_original","blue metal","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,0,0,1,1,0.515895953757225
"183",183,"7732-1",2,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_green","dark blue","only color","material","color redundant","underinformative","not_redundant",0,"pitcher","blue","metal",NA,1,0,0,0,0,1,1,0.515895953757225
"184",184,"7732-1",3,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","dark blue","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,0,0,1,1,0.515895953757225
"185",185,"7732-1",4,"high_difficulty","boot_leather_green","boot_leather_brown","boot_rubber_brown","green","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,0,0,-0.484104046242775
"186",186,"7732-1",5,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"187",187,"7732-1",6,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_metal_blue","green","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,0,0,0,0,-0.484104046242775
"188",188,"7732-1",9,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","light green, green top","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","plastic",NA,1,0,0,0,0,0,0,0.515895953757225
"189",189,"7732-1",10,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","light blue","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,0.515895953757225
"190",190,"7732-1",11,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","light purple","only color","material","color redundant","underinformative","not_redundant",0,"jacket","purple","denim",NA,1,0,0,0,0,0,0,0.515895953757225
"191",191,"7732-1",14,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,-0.484104046242775
"192",192,"7732-1",15,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"193",193,"7732-1",16,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","green solo cup","only color","material","color redundant","underinformative","not_redundant",0,"cup","green","plastic",NA,1,0,0,1,0,0,0,0.515895953757225
"194",194,"7732-1",19,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"195",195,"7732-1",22,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_brown_original","long dark blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"196",196,"7732-1",29,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","silver","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,0,0,0,0,-0.484104046242775
"197",197,"7732-1",30,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"198",198,"3451-9",4,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","green bottle","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","glass",NA,1,0,0,1,0,0,0,0.515895953757225
"199",199,"3451-9",6,"high_difficulty","chair_metal_green","chair_metal_purple","chair_plastic_purple","green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"200",200,"3451-9",7,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"201",201,"3451-9",8,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","green rubber bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,1,0,0,0,0.515895953757225
"202",202,"3451-9",10,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_white_original","blue shiny plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"203",203,"3451-9",11,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","denim","only material","material","color redundant","minimal","not_redundant",0,"jacket","purple","denim",NA,0,1,0,0,0,0,0,0.515895953757225
"204",204,"3451-9",12,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","green spoon","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,1,0,0,0,-0.484104046242775
"205",205,"3451-9",13,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue table","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"206",206,"3451-9",14,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","blue table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"207",207,"3451-9",16,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","purple chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"208",208,"3451-9",22,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"209",209,"3451-9",23,"high_difficulty","boot_leather_green","boot_leather_brown","boot_rubber_brown","green boot","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,1,0,0,0,-0.484104046242775
"210",210,"3451-9",26,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_pink","light blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"211",211,"3451-9",27,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_silver_original","plastic cup","only material","material","color redundant","minimal","not_redundant",0,"cup","green","plastic",NA,0,1,0,1,0,1,1,0.515895953757225
"212",212,"6736-0",1,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","pick green color object ___without a handle","only color","material","color redundant","underinformative","not_redundant",0,"cup","green","plastic",NA,1,0,0,0,1,1,1,0.515895953757225
"213",213,"6736-0",2,"low_difficulty","plate_plastic_blue_original","plate_paper_blue","plate_paper_green","select dark blue color plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","plastic","original",1,0,0,1,0,1,1,0.515895953757225
"214",214,"6736-0",3,"high_difficulty","chair_metal_purple","chair_metal_green","chair_plastic_green","pick violet color chair","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"215",215,"6736-0",4,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","choose green table","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"216",216,"6736-0",6,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","select green chair","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,1,0,1,1,-0.484104046242775
"217",217,"6736-0",8,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_black_original","pich violet color shirt that looks like jean material","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,0,0,1,1,0.515895953757225
"218",218,"6736-0",9,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green shoe","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,0,0,-0.484104046242775
"219",219,"6736-0",11,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_blue","dark green color bottle ","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","glass",NA,1,0,0,1,0,1,1,0.515895953757225
"220",220,"6736-0",13,"high_difficulty","table_metal_silver_original","table_metal_green","table_wood_green","steel table","only material","color","material redundant","underinformative","not_redundant",0,"table","silver","metal","original",0,1,0,1,0,1,1,-0.484104046242775
"221",221,"6736-0",16,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue plate","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,-0.484104046242775
"222",222,"6736-0",17,"low_difficulty","pitcher_metal_blue","pitcher_plastic_blue","pitcher_plastic_white_original","dark blue jar","only color","material","color redundant","underinformative","not_redundant",0,"pitcher","blue","metal",NA,1,0,0,0,0,1,1,0.515895953757225
"223",223,"6736-0",18,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","light blue plate","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"224",224,"6736-0",20,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"225",225,"6736-0",23,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_green","lengthy blue table","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"226",226,"6736-0",27,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","pale green bottle","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","plastic",NA,1,0,0,1,0,1,1,0.515895953757225
"227",227,"6736-0",29,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","green","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,0,0,0,0,-0.484104046242775
"228",228,"3260-8",3,"high_difficulty","chair_metal_green","chair_metal_purple","chair_wood_purple","green","only color","color","material redundant","minimal","not_redundant",0,"chair","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"229",229,"3260-8",4,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","glass green bottle","color and material","material","color redundant","redundant","redundant",1,"bottle","green","glass",NA,0,0,1,1,0,1,1,0.515895953757225
"230",230,"3260-8",6,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","grey table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"231",231,"3260-8",12,"low_difficulty","pitcher_metal_blue","pitcher_glass_blue","pitcher_glass_green","blue metal vase","color and material","material","color redundant","redundant","redundant",1,"pitcher","blue","metal",NA,0,0,1,0,0,1,1,0.515895953757225
"232",232,"3260-8",15,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_clear_original","plastic green","color and material","material","color redundant","redundant","redundant",1,"bottle","green","plastic",NA,0,0,1,0,0,1,1,0.515895953757225
"233",233,"3260-8",16,"high_difficulty","chair_metal_purple","chair_metal_green","chair_wood_green","purple","only color","color","material redundant","minimal","not_redundant",0,"chair","purple","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"234",234,"3260-8",17,"high_difficulty","spoon_wood_green","spoon_wood_blue","spoon_plastic_blue","green","only color","color","material redundant","minimal","not_redundant",0,"spoon","green","wood",NA,1,0,0,0,0,0,0,-0.484104046242775
"235",235,"3260-8",18,"low_difficulty","table_metal_blue","table_wood_blue","table_wood_green","large blue table, darker blue","only color","material","color redundant","underinformative","not_redundant",0,"table","blue","metal",NA,1,0,0,1,0,1,1,0.515895953757225
"236",236,"3260-8",19,"high_difficulty","table_metal_green","table_metal_blue","table_wood_blue","green","only color","color","material redundant","minimal","not_redundant",0,"table","green","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"237",237,"3260-8",22,"high_difficulty","plate_paper_blue","plate_paper_green","plate_plastic_green","blue","only color","color","material redundant","minimal","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,0,0,0,-0.484104046242775
"238",238,"3260-8",23,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_pink","same blue as last one","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,0,1,1,1,0.515895953757225
"239",239,"3260-8",24,"low_difficulty","jacket_denim_purple","jacket_leather_purple","jacket_leather_green","jean purple","color and material","material","color redundant","redundant","redundant",1,"jacket","purple","denim",NA,0,0,1,0,0,1,1,0.515895953757225
"240",240,"3260-8",28,"high_difficulty","boot_leather_green","boot_leather_black_original","boot_rubber_black_original","green","only color","color","material redundant","minimal","not_redundant",0,"boot","green","leather",NA,1,0,0,0,0,0,0,-0.484104046242775
"241",241,"3260-8",29,"high_difficulty","table_metal_blue","table_metal_green","table_wood_green","blue","only color","color","material redundant","minimal","not_redundant",0,"table","blue","metal",NA,1,0,0,0,0,0,0,-0.484104046242775
"242",242,"3260-8",31,"low_difficulty","cup_plastic_green","cup_metal_green","cup_metal_blue","green plastic cup","color and material","material","color redundant","redundant","redundant",1,"cup","green","plastic",NA,0,0,1,1,0,1,1,0.515895953757225
"243",243,"3968-2",1,"low_difficulty","bottle_plastic_green","bottle_glass_green","bottle_glass_blue","the image is green and also has a green cap","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","plastic",NA,1,0,0,0,0,1,1,0.515895953757225
"244",244,"3968-2",2,"high_difficulty","table_metal_silver_original","table_metal_blue","table_wood_blue","the grey table","only color","color","material redundant","minimal","not_redundant",0,"table","silver","metal","original",1,0,0,1,0,1,1,-0.484104046242775
"245",245,"3968-2",6,"low_difficulty","plate_paper_blue","plate_plastic_blue_original","plate_plastic_green","the blue plate that has long ridges ","only color","material","color redundant","underinformative","not_redundant",0,"plate","blue","paper",NA,1,0,0,1,0,1,1,0.515895953757225
"246",246,"3968-2",9,"low_difficulty","bottle_glass_green","bottle_plastic_green","bottle_plastic_clear_original","the green bottle with the purple cap","only color","material","color redundant","underinformative","not_redundant",0,"bottle","green","glass",NA,1,0,0,1,0,1,1,0.515895953757225
