"","feature_matching","feature_type","rt","response","correct_color","slide_number_in_experiment","feature","correct_material","workerid","Answer.time_in_minutes","label","item","speaker_cond","gaveRightAnswer","id"
"383","'yes'","material",784,"'yes'","['green']","44","['metal']","['metal']",17,3.27566666666667,"spoon_metal_green","['spoon']","list1",1,1412
"384","'yes'","material",984,"'yes'","['green']","45","['metal']","['metal']",17,3.27566666666667,"chair_metal_green","['chair']","list1",1,1413
"385","'yes'","color",776,"'yes'","['blue']","46","['blue']","['wood']",17,3.27566666666667,"box_wood_blue","['box']","list1",1,1414
"386","'yes'","color",640,"'yes'","['blue']","47","['blue']","['metal']",17,3.27566666666667,"cup_metal_blue","['cup']","list1",1,1415
"387","'yes'","color",672,"'yes'","['green']","52","['green']","['plastic']",17,3.27566666666667,"cup_plastic_green","['cup']","list1",1,1420
"388","'yes'","material",792,"'yes'","['green']","53","['leather']","['leather']",17,3.27566666666667,"boot_leather_green","['boot']","list1",1,1421
"389","'yes'","color",736,"'yes'","['silver']","55","['silver']","['metal']",17,3.27566666666667,"spoon_metal_original","['spoon']","list1",1,1423
"390","'yes'","color",744,"'yes'","['blue']","56","['blue']","['plastic']",17,3.27566666666667,"chair_plastic_original","['chair']","list1",1,1424
"391","'yes'","color",744,"'yes'","['purple']","59","['purple']","['wood']",17,3.27566666666667,"chair_wood_purple","['chair']","list1",1,1427
"392","'yes'","material",815,"'yes'","['silver']","62","['metal']","['metal']",17,3.27566666666667,"cup_metal_original","['cup']","list1",1,1430
"393","'yes'","material",880,"'yes'","['white']","65","['plastic']","['plastic']",17,3.27566666666667,"pitcher_plastic_original","['pitcher']","list1",1,1433
"394","'yes'","color",840,"'yes'","['purple']","68","['purple']","['leather']",17,3.27566666666667,"jacket_leather_purple","['jacket']","list1",1,1436
"395","'yes'","color",752,"'yes'","['green']","71","['green']","['plastic']",17,3.27566666666667,"bottle_plastic_green","['bottle']","list1",1,1439
"396","'yes'","material",1000,"'yes'","['blue']","74","['cardboard']","['cardboard']",17,3.27566666666667,"box_cardboard_blue","['box']","list1",1,1442
"397","'yes'","material",888,"'yes'","['blue']","77","['wood']","['wood']",17,3.27566666666667,"spoon_wood_blue","['spoon']","list1",1,1445
"398","'yes'","material",792,"'yes'","['blue']","78","['plastic']","['plastic']",17,3.27566666666667,"spoon_plastic_blue","['spoon']","list1",1,1446
"399","'yes'","material",784,"'yes'","['green']","79","['metal']","['metal']",17,3.27566666666667,"pitcher_metal_green","['pitcher']","list1",1,1447
"400","'yes'","color",752,"'yes'","['blue']","83","['blue']","['metal']",17,3.27566666666667,"pitcher_metal_blue","['pitcher']","list1",1,1451
"401","'yes'","color",1418,"'yes'","['green']","10","['green']","['plastic']",18,3.70568333333333,"cup_plastic_green","['cup']","list1",1,1459
"402","'yes'","material",1111,"'yes'","['green']","13","['metal']","['metal']",18,3.70568333333333,"spoon_metal_green","['spoon']","list1",1,1462
"403","'yes'","color",1441,"'yes'","['brown']","14","['brown']","['rubber']",18,3.70568333333333,"boot_rubber_brown","['boot']","list1",1,1463
"404","'yes'","material",988,"'yes'","['green']","16","['glass']","['glass']",18,3.70568333333333,"pitcher_glass_green","['pitcher']","list1",1,1465
"405","'yes'","color",1213,"'yes'","['silver']","17","['silver']","['metal']",18,3.70568333333333,"chair_metal_original","['chair']","list1",1,1466
"406","'yes'","material",1565,"'yes'","['white']","18","['plastic']","['plastic']",18,3.70568333333333,"pitcher_plastic_original","['pitcher']","list1",1,1467
"407","'yes'","color",961,"'yes'","['green']","22","['green']","['glass']",18,3.70568333333333,"bottle_glass_green","['bottle']","list1",1,1471
"408","'yes'","material",945,"'yes'","['blue']","23","['glass']","['glass']",18,3.70568333333333,"bowl_glass_blue","['bowl']","list1",1,1472
"409","'yes'","color",1019,"'yes'","['green']","24","['green']","['wood']",18,3.70568333333333,"spoon_wood_green","['spoon']","list1",1,1473
"410","'yes'","material",1148,"'yes'","['green']","25","['rubber']","['rubber']",18,3.70568333333333,"boot_rubber_green","['boot']","list1",1,1474
"411","'yes'","color",1069,"'yes'","['green']","32","['green']","['plastic']",18,3.70568333333333,"bottle_plastic_green","['bottle']","list1",1,1481
"412","'yes'","material",1092,"'yes'","['green']","41","['plastic']","['plastic']",18,3.70568333333333,"plate_plastic_green","['plate']","list1",1,1490
"413","'yes'","material",825,"'yes'","['blue']","42","['plastic']","['plastic']",18,3.70568333333333,"bottle_plastic_blue","['bottle']","list1",1,1491
"414","'yes'","color",1247,"'yes'","['purple']","44","['purple']","['wood']",18,3.70568333333333,"chair_wood_purple","['chair']","list1",1,1493
"415","'yes'","color",991,"'yes'","['blue']","48","['blue']","['wood']",18,3.70568333333333,"box_wood_blue","['box']","list1",1,1497
"416","'yes'","color",870,"'yes'","['blue']","49","['blue']","['metal']",18,3.70568333333333,"cup_metal_blue","['cup']","list1",1,1498
"417","'yes'","color",1476,"'yes'","['green']","50","['green']","['metal']",18,3.70568333333333,"table_metal_green","['table']","list1",1,1499
"418","'yes'","color",810,"'yes'","['blue']","53","['blue']","['metal']",18,3.70568333333333,"pitcher_metal_blue","['pitcher']","list1",1,1502
"419","'yes'","color",863,"'yes'","['purple']","54","['purple']","['leather']",18,3.70568333333333,"jacket_leather_purple","['jacket']","list1",1,1503
"420","'yes'","material",1005,"'yes'","['blue']","55","['cardboard']","['cardboard']",18,3.70568333333333,"box_cardboard_blue","['box']","list1",1,1504
"421","'yes'","color",1140,"'yes'","['green']","57","['green']","['plastic']",18,3.70568333333333,"bag_plastic_green","['bag']","list1",1,1506
"422","'yes'","material",872,"'yes'","['silver']","59","['metal']","['metal']",18,3.70568333333333,"table_metal_original","['table']","list1",1,1508
"423","'yes'","color",806,"'yes'","['purple']","60","['purple']","['denim']",18,3.70568333333333,"jacket_denim_purple","['jacket']","list1",1,1509
"424","'yes'","color",779,"'yes'","['green']","62","['green']","['plastic']",18,3.70568333333333,"pitcher_plastic_green","['pitcher']","list1",1,1511
"425","'yes'","material",1054,"'yes'","['pink']","65","['plastic']","['plastic']",18,3.70568333333333,"plate_plastic_pink","['plate']","list1",1,1514
"426","'yes'","material",1117,"'yes'","['silver']","66","['metal']","['metal']",18,3.70568333333333,"cup_metal_original","['cup']","list1",1,1515
"427","'yes'","material",763,"'yes'","['green']","67","['denim']","['denim']",18,3.70568333333333,"jacket_denim_green","['jacket']","list1",1,1516
"428","'yes'","material",819,"'yes'","['green']","73","['wood']","['wood']",18,3.70568333333333,"chair_wood_green","['chair']","list1",1,1522
"429","'yes'","color",1318,"'yes'","['silver']","74","['silver']","['metal']",18,3.70568333333333,"spoon_metal_original","['spoon']","list1",1,1523
"430","'yes'","material",831,"'yes'","['blue']","75","['plastic']","['plastic']",18,3.70568333333333,"spoon_plastic_blue","['spoon']","list1",1,1524
"431","'yes'","material",825,"'yes'","['green']","76","['metal']","['metal']",18,3.70568333333333,"chair_metal_green","['chair']","list1",1,1525
"432","'yes'","material",922,"'yes'","['brown']","81","['paper']","['paper']",18,3.70568333333333,"bag_paper_original","['bag']","list1",1,1530
"433","'yes'","color",1538,"'yes'","['silver']","82","['silver']","['metal']",18,3.70568333333333,"bowl_metal_original","['bowl']","list1",1,1531
"434","'yes'","color",1160,"'yes'","['blue']","84","['blue']","['paper']",18,3.70568333333333,"bag_paper_blue","['bag']","list1",1,1533
"435","'yes'","material",1302,"'yes'","['white']","90","['paper']","['paper']",18,3.70568333333333,"plate_paper_original","['plate']","list1",1,1539
"436","'yes'","material",719,"'yes'","['white']","12","['plastic']","['plastic']",19,2.79726666666667,"pitcher_plastic_original","['pitcher']","list1",1,1542
"437","'yes'","material",901,"'yes'","['silver']","19","['metal']","['metal']",19,2.79726666666667,"table_metal_original","['table']","list1",1,1549
"438","'yes'","material",979,"'yes'","['blue']","21","['cardboard']","['cardboard']",19,2.79726666666667,"box_cardboard_blue","['box']","list1",1,1551
"439","'yes'","color",805,"'yes'","['green']","22","['green']","['plastic']",19,2.79726666666667,"bag_plastic_green","['bag']","list1",1,1552
"440","'yes'","material",787,"'yes'","['green']","26","['leather']","['leather']",19,2.79726666666667,"boot_leather_green","['boot']","list1",1,1556
"441","'yes'","color",966,"'yes'","['purple']","28","['purple']","['denim']",19,2.79726666666667,"jacket_denim_purple","['jacket']","list1",1,1558
"442","'yes'","material",1030,"'yes'","['green']","31","['wood']","['wood']",19,2.79726666666667,"chair_wood_green","['chair']","list1",1,1561
"443","'yes'","color",903,"'yes'","['blue']","32","['blue']","['paper']",19,2.79726666666667,"bag_paper_blue","['bag']","list1",1,1562
"444","'yes'","color",638,"'yes'","['green']","34","['green']","['metal']",19,2.79726666666667,"table_metal_green","['table']","list1",1,1564
"445","'yes'","color",502,"'yes'","['green']","35","['green']","['plastic']",19,2.79726666666667,"cup_plastic_green","['cup']","list1",1,1565
"446","'yes'","color",769,"'yes'","['blue']","36","['blue']","['metal']",19,2.79726666666667,"pitcher_metal_blue","['pitcher']","list1",1,1566
"447","'yes'","color",521,"'yes'","['blue']","37","['blue']","['metal']",19,2.79726666666667,"cup_metal_blue","['cup']","list1",1,1567
"448","'yes'","material",1056,"'yes'","['green']","38","['metal']","['metal']",19,2.79726666666667,"chair_metal_green","['chair']","list1",1,1568
"449","'yes'","color",989,"'yes'","['blue']","41","['blue']","['wood']",19,2.79726666666667,"box_wood_blue","['box']","list1",1,1571
"450","'yes'","color",779,"'yes'","['silver']","43","['silver']","['metal']",19,2.79726666666667,"bowl_metal_original","['bowl']","list1",1,1573
"451","'yes'","material",887,"'yes'","['green']","45","['metal']","['metal']",19,2.79726666666667,"spoon_metal_green","['spoon']","list1",1,1575
"452","'yes'","color",1002,"'yes'","['blue']","47","['blue']","['plastic']",19,2.79726666666667,"chair_plastic_original","['chair']","list1",1,1577
"453","'yes'","material",806,"'yes'","['white']","48","['paper']","['paper']",19,2.79726666666667,"plate_paper_original","['plate']","list1",1,1578
"454","'yes'","color",843,"'yes'","['green']","53","['green']","['plastic']",19,2.79726666666667,"bottle_plastic_green","['bottle']","list1",1,1583
"455","'yes'","material",838,"'yes'","['pink']","54","['plastic']","['plastic']",19,2.79726666666667,"plate_plastic_pink","['plate']","list1",1,1584
"456","'yes'","material",13,"'yes'","['blue']","55","['plastic']","['plastic']",19,2.79726666666667,"bottle_plastic_blue","['bottle']","list1",1,1585
"457","'yes'","color",756,"'yes'","['silver']","57","['silver']","['metal']",19,2.79726666666667,"chair_metal_original","['chair']","list1",1,1587
"458","'yes'","material",902,"'yes'","['green']","59","['metal']","['metal']",19,2.79726666666667,"pitcher_metal_green","['pitcher']","list1",1,1589
"459","'yes'","material",793,"'yes'","['blue']","61","['wood']","['wood']",19,2.79726666666667,"spoon_wood_blue","['spoon']","list1",1,1591
"460","'yes'","material",770,"'yes'","['green']","65","['denim']","['denim']",19,2.79726666666667,"jacket_denim_green","['jacket']","list1",1,1595
"461","'yes'","color",780,"'yes'","['green']","68","['green']","['glass']",19,2.79726666666667,"bottle_glass_green","['bottle']","list1",1,1598
"462","'yes'","color",1070,"'yes'","['brown']","70","['brown']","['rubber']",19,2.79726666666667,"boot_rubber_brown","['boot']","list1",1,1600
"463","'yes'","material",1408,"'yes'","['blue']","71","['glass']","['glass']",19,2.79726666666667,"bowl_glass_blue","['bowl']","list1",1,1601
"464","'yes'","color",707,"'yes'","['silver']","72","['silver']","['metal']",19,2.79726666666667,"spoon_metal_original","['spoon']","list1",1,1602
"465","'yes'","material",794,"'yes'","['blue']","73","['plastic']","['plastic']",19,2.79726666666667,"spoon_plastic_blue","['spoon']","list1",1,1603
"466","'yes'","color",747,"'yes'","['green']","74","['green']","['wood']",19,2.79726666666667,"spoon_wood_green","['spoon']","list1",1,1604
"467","'yes'","material",693,"'yes'","['green']","76","['plastic']","['plastic']",19,2.79726666666667,"plate_plastic_green","['plate']","list1",1,1606
"468","'yes'","color",935,"'yes'","['green']","81","['green']","['plastic']",19,2.79726666666667,"pitcher_plastic_green","['pitcher']","list1",1,1611
"469","'yes'","material",679,"'yes'","['green']","82","['glass']","['glass']",19,2.79726666666667,"pitcher_glass_green","['pitcher']","list1",1,1612
"470","'yes'","color",907,"'yes'","['purple']","85","['purple']","['leather']",19,2.79726666666667,"jacket_leather_purple","['jacket']","list1",1,1615
"471","'yes'","material",711,"'yes'","['silver']","87","['metal']","['metal']",19,2.79726666666667,"cup_metal_original","['cup']","list1",1,1617
"472","'yes'","color",729,"'yes'","['green']","89","['green']","['glass']",19,2.79726666666667,"bowl_glass_green","['bowl']","list1",1,1619
"473","'yes'","color",1179,"'yes'","['blue']","10","['blue']","['metal']",20,4.80003333333333,"cup_metal_blue","['cup']","list1",1,1621
"474","'yes'","material",916,"'yes'","['silver']","11","['metal']","['metal']",20,4.80003333333333,"cup_metal_original","['cup']","list1",1,1622
"475","'yes'","color",1019,"'yes'","['purple']","12","['purple']","['wood']",20,4.80003333333333,"chair_wood_purple","['chair']","list1",1,1623
"476","'yes'","color",804,"'yes'","['blue']","13","['blue']","['paper']",20,4.80003333333333,"bag_paper_blue","['bag']","list1",1,1624
"477","'yes'","material",1106,"'yes'","['blue']","18","['plastic']","['plastic']",20,4.80003333333333,"bottle_plastic_blue","['bottle']","list1",1,1629
"478","'yes'","material",1053,"'yes'","['silver']","19","['metal']","['metal']",20,4.80003333333333,"table_metal_original","['table']","list1",1,1630
"479","'yes'","color",884,"'yes'","['green']","24","['green']","['plastic']",20,4.80003333333333,"bag_plastic_green","['bag']","list1",1,1635
"480","'yes'","color",763,"'yes'","['blue']","30","['blue']","['wood']",20,4.80003333333333,"box_wood_blue","['box']","list1",1,1641
"481","'yes'","color",748,"'yes'","['green']","31","['green']","['plastic']",20,4.80003333333333,"pitcher_plastic_green","['pitcher']","list1",1,1642
"482","'yes'","material",883,"'yes'","['green']","37","['metal']","['metal']",20,4.80003333333333,"chair_metal_green","['chair']","list1",1,1648
"483","'yes'","color",779,"'yes'","['silver']","40","['silver']","['metal']",20,4.80003333333333,"chair_metal_original","['chair']","list1",1,1651
"484","'yes'","material",931,"'yes'","['green']","42","['glass']","['glass']",20,4.80003333333333,"pitcher_glass_green","['pitcher']","list1",1,1653
"485","'yes'","color",772,"'yes'","['green']","43","['green']","['wood']",20,4.80003333333333,"spoon_wood_green","['spoon']","list1",1,1654
"486","'yes'","material",758,"'yes'","['blue']","44","['plastic']","['plastic']",20,4.80003333333333,"spoon_plastic_blue","['spoon']","list1",1,1655
"487","'yes'","color",1275,"'yes'","['green']","50","['green']","['glass']",20,4.80003333333333,"bowl_glass_green","['bowl']","list1",1,1661
"488","'yes'","material",1034,"'yes'","['green']","51","['wood']","['wood']",20,4.80003333333333,"chair_wood_green","['chair']","list1",1,1662
"489","'yes'","material",875,"'yes'","['blue']","52","['wood']","['wood']",20,4.80003333333333,"spoon_wood_blue","['spoon']","list1",1,1663
"490","'yes'","color",1243,"'yes'","['purple']","55","['purple']","['leather']",20,4.80003333333333,"jacket_leather_purple","['jacket']","list1",1,1666
"491","'yes'","color",955,"'yes'","['silver']","59","['silver']","['metal']",20,4.80003333333333,"spoon_metal_original","['spoon']","list1",1,1670
"492","'yes'","material",1138,"'yes'","['blue']","61","['cardboard']","['cardboard']",20,4.80003333333333,"box_cardboard_blue","['box']","list1",1,1672
"493","'yes'","material",915,"'yes'","['brown']","64","['paper']","['paper']",20,4.80003333333333,"bag_paper_original","['bag']","list1",1,1675
"494","'yes'","color",1012,"'yes'","['purple']","65","['purple']","['denim']",20,4.80003333333333,"jacket_denim_purple","['jacket']","list1",1,1676
"495","'yes'","color",804,"'yes'","['green']","66","['green']","['metal']",20,4.80003333333333,"table_metal_green","['table']","list1",1,1677
"496","'yes'","color",804,"'yes'","['brown']","69","['brown']","['rubber']",20,4.80003333333333,"boot_rubber_brown","['boot']","list1",1,1680
"497","'yes'","material",923,"'yes'","['green']","70","['rubber']","['rubber']",20,4.80003333333333,"boot_rubber_green","['boot']","list1",1,1681
"498","'yes'","material",939,"'yes'","['white']","71","['paper']","['paper']",20,4.80003333333333,"plate_paper_original","['plate']","list1",1,1682
"499","'yes'","material",724,"'yes'","['blue']","72","['glass']","['glass']",20,4.80003333333333,"bowl_glass_blue","['bowl']","list1",1,1683
"500","'yes'","color",683,"'yes'","['green']","74","['green']","['plastic']",20,4.80003333333333,"cup_plastic_green","['cup']","list1",1,1685
"501","'yes'","material",1308,"'yes'","['green']","79","['plastic']","['plastic']",20,4.80003333333333,"plate_plastic_green","['plate']","list1",1,1690
"502","'yes'","material",1075,"'yes'","['green']","81","['leather']","['leather']",20,4.80003333333333,"boot_leather_green","['boot']","list1",1,1692
"503","'yes'","color",755,"'yes'","['blue']","82","['blue']","['plastic']",20,4.80003333333333,"chair_plastic_original","['chair']","list1",1,1693
"504","'yes'","color",636,"'yes'","['green']","83","['green']","['glass']",20,4.80003333333333,"bottle_glass_green","['bottle']","list1",1,1694
"505","'yes'","color",652,"'yes'","['green']","86","['green']","['plastic']",20,4.80003333333333,"bottle_plastic_green","['bottle']","list1",1,1697
"506","'yes'","color",645,"'yes'","['blue']","87","['blue']","['metal']",20,4.80003333333333,"pitcher_metal_blue","['pitcher']","list1",1,1698
"507","'yes'","color",764,"'yes'","['silver']","90","['silver']","['metal']",20,4.80003333333333,"bowl_metal_original","['bowl']","list1",1,1701
"508","'yes'","color",1253,"'yes'","['green']","10","['green']","['wood']",21,8.72056666666667,"spoon_wood_green","['spoon']","list1",1,1702
"509","'yes'","color",1214,"'yes'","['blue']","14","['blue']","['plastic']",21,8.72056666666667,"chair_plastic_original","['chair']","list1",1,1706
"510","'yes'","color",964,"'yes'","['blue']","18","['blue']","['metal']",21,8.72056666666667,"cup_metal_blue","['cup']","list1",1,1710
"511","'yes'","color",941,"'yes'","['green']","20","['green']","['glass']",21,8.72056666666667,"bowl_glass_green","['bowl']","list1",1,1712
"512","'yes'","material",1132,"'yes'","['green']","23","['rubber']","['rubber']",21,8.72056666666667,"boot_rubber_green","['boot']","list1",1,1715
"513","'yes'","material",1264,"'yes'","['pink']","26","['plastic']","['plastic']",21,8.72056666666667,"plate_plastic_pink","['plate']","list1",1,1718
"514","'yes'","color",1233,"'yes'","['silver']","27","['silver']","['metal']",21,8.72056666666667,"spoon_metal_original","['spoon']","list1",1,1719
"515","'yes'","material",887,"'yes'","['green']","29","['glass']","['glass']",21,8.72056666666667,"pitcher_glass_green","['pitcher']","list1",1,1721
"516","'yes'","color",992,"'yes'","['green']","31","['green']","['plastic']",21,8.72056666666667,"pitcher_plastic_green","['pitcher']","list1",1,1723
"517","'yes'","material",909,"'yes'","['green']","32","['plastic']","['plastic']",21,8.72056666666667,"plate_plastic_green","['plate']","list1",1,1724
"518","'yes'","material",1081,"'yes'","['white']","33","['plastic']","['plastic']",21,8.72056666666667,"pitcher_plastic_original","['pitcher']","list1",1,1725
"519","'yes'","color",1119,"'yes'","['silver']","34","['silver']","['metal']",21,8.72056666666667,"chair_metal_original","['chair']","list1",1,1726
"520","'yes'","color",1182,"'yes'","['blue']","35","['blue']","['paper']",21,8.72056666666667,"bag_paper_blue","['bag']","list1",1,1727
"521","'yes'","color",990,"'yes'","['green']","37","['green']","['plastic']",21,8.72056666666667,"bottle_plastic_green","['bottle']","list1",1,1729
"522","'yes'","material",1419,"'yes'","['green']","39","['metal']","['metal']",21,8.72056666666667,"pitcher_metal_green","['pitcher']","list1",1,1731
"523","'yes'","color",780,"'yes'","['green']","42","['green']","['plastic']",21,8.72056666666667,"cup_plastic_green","['cup']","list1",1,1734
"524","'yes'","material",1071,"'yes'","['silver']","43","['metal']","['metal']",21,8.72056666666667,"cup_metal_original","['cup']","list1",1,1735
"525","'yes'","color",1093,"'yes'","['blue']","50","['blue']","['wood']",21,8.72056666666667,"box_wood_blue","['box']","list1",1,1742
"526","'yes'","material",1271,"'yes'","['green']","51","['leather']","['leather']",21,8.72056666666667,"boot_leather_green","['boot']","list1",1,1743
"527","'yes'","color",1448,"'yes'","['blue']","53","['blue']","['metal']",21,8.72056666666667,"pitcher_metal_blue","['pitcher']","list1",1,1745
"528","'yes'","material",969,"'yes'","['blue']","55","['glass']","['glass']",21,8.72056666666667,"bowl_glass_blue","['bowl']","list1",1,1747
"529","'yes'","color",1020,"'yes'","['purple']","57","['purple']","['leather']",21,8.72056666666667,"jacket_leather_purple","['jacket']","list1",1,1749
"530","'yes'","material",1120,"'yes'","['green']","59","['denim']","['denim']",21,8.72056666666667,"jacket_denim_green","['jacket']","list1",1,1751
"531","'yes'","color",829,"'yes'","['purple']","60","['purple']","['denim']",21,8.72056666666667,"jacket_denim_purple","['jacket']","list1",1,1752
"532","'yes'","material",849,"'yes'","['blue']","61","['plastic']","['plastic']",21,8.72056666666667,"spoon_plastic_blue","['spoon']","list1",1,1753
"533","'yes'","material",922,"'yes'","['blue']","64","['plastic']","['plastic']",21,8.72056666666667,"bottle_plastic_blue","['bottle']","list1",1,1756
"534","'yes'","color",979,"'yes'","['purple']","66","['purple']","['wood']",21,8.72056666666667,"chair_wood_purple","['chair']","list1",1,1758
"535","'yes'","material",1636,"'yes'","['blue']","67","['cardboard']","['cardboard']",21,8.72056666666667,"box_cardboard_blue","['box']","list1",1,1759
"536","'yes'","material",1100,"'yes'","['green']","69","['metal']","['metal']",21,8.72056666666667,"chair_metal_green","['chair']","list1",1,1761
"537","'yes'","material",1002,"'yes'","['blue']","72","['wood']","['wood']",21,8.72056666666667,"spoon_wood_blue","['spoon']","list1",1,1764
"538","'yes'","material",1073,"'yes'","['white']","73","['paper']","['paper']",21,8.72056666666667,"plate_paper_original","['plate']","list1",1,1765
"539","'yes'","material",1286,"'yes'","['green']","77","['wood']","['wood']",21,8.72056666666667,"chair_wood_green","['chair']","list1",1,1769
"540","'yes'","color",1440,"'yes'","['green']","78","['green']","['plastic']",21,8.72056666666667,"bag_plastic_green","['bag']","list1",1,1770
"541","'yes'","color",941,"'yes'","['green']","79","['green']","['metal']",21,8.72056666666667,"table_metal_green","['table']","list1",1,1771
"542","'yes'","material",1816,"'yes'","['brown']","81","['paper']","['paper']",21,8.72056666666667,"bag_paper_original","['bag']","list1",1,1773
"543","'yes'","color",904,"'yes'","['silver']","85","['silver']","['metal']",21,8.72056666666667,"bowl_metal_original","['bowl']","list1",1,1777
"544","'yes'","color",1277,"'yes'","['green']","88","['green']","['glass']",21,8.72056666666667,"bottle_glass_green","['bottle']","list1",1,1780
"545","'yes'","material",928,"'yes'","['green']","90","['metal']","['metal']",21,8.72056666666667,"spoon_metal_green","['spoon']","list1",1,1782
"546","'yes'","color",719,"'yes'","['green']","12","['green']","['plastic']",22,2.87426666666667,"bottle_plastic_green","['bottle']","list1",1,1785
"547","'yes'","color",719,"'yes'","['blue']","13","['blue']","['paper']",22,2.87426666666667,"bag_paper_blue","['bag']","list1",1,1786
"548","'yes'","color",927,"'yes'","['green']","16","['green']","['plastic']",22,2.87426666666667,"pitcher_plastic_green","['pitcher']","list1",1,1789
"549","'yes'","material",944,"'yes'","['green']","17","['metal']","['metal']",22,2.87426666666667,"pitcher_metal_green","['pitcher']","list1",1,1790
"550","'yes'","material",711,"'yes'","['silver']","20","['metal']","['metal']",22,2.87426666666667,"table_metal_original","['table']","list1",1,1793
"551","'yes'","material",879,"'yes'","['green']","21","['leather']","['leather']",22,2.87426666666667,"boot_leather_green","['boot']","list1",1,1794
"552","'yes'","material",751,"'yes'","['green']","22","['rubber']","['rubber']",22,2.87426666666667,"boot_rubber_green","['boot']","list1",1,1795
"553","'yes'","color",800,"'yes'","['brown']","28","['brown']","['rubber']",22,2.87426666666667,"boot_rubber_brown","['boot']","list1",1,1801
"554","'yes'","material",1248,"'yes'","['green']","31","['denim']","['denim']",22,2.87426666666667,"jacket_denim_green","['jacket']","list1",1,1804
"555","'yes'","color",624,"'yes'","['blue']","32","['blue']","['wood']",22,2.87426666666667,"box_wood_blue","['box']","list1",1,1805
"556","'yes'","material",608,"'yes'","['green']","37","['metal']","['metal']",22,2.87426666666667,"spoon_metal_green","['spoon']","list1",1,1810
"557","'yes'","color",607,"'yes'","['blue']","39","['blue']","['metal']",22,2.87426666666667,"pitcher_metal_blue","['pitcher']","list1",1,1812
"558","'yes'","material",848,"'yes'","['brown']","40","['paper']","['paper']",22,2.87426666666667,"bag_paper_original","['bag']","list1",1,1813
"559","'yes'","color",1328,"'yes'","['blue']","41","['blue']","['plastic']",22,2.87426666666667,"chair_plastic_original","['chair']","list1",1,1814
"560","'yes'","material",608,"'yes'","['silver']","45","['metal']","['metal']",22,2.87426666666667,"cup_metal_original","['cup']","list1",1,1818
"561","'yes'","color",704,"'yes'","['green']","46","['green']","['wood']",22,2.87426666666667,"spoon_wood_green","['spoon']","list1",1,1819
"562","'yes'","color",759,"'yes'","['silver']","49","['silver']","['metal']",22,2.87426666666667,"bowl_metal_original","['bowl']","list1",1,1822
"563","'yes'","material",840,"'yes'","['green']","50","['plastic']","['plastic']",22,2.87426666666667,"plate_plastic_green","['plate']","list1",1,1823
"564","'yes'","color",649,"'yes'","['blue']","53","['blue']","['metal']",22,2.87426666666667,"cup_metal_blue","['cup']","list1",1,1826
"565","'yes'","material",840,"'yes'","['white']","56","['plastic']","['plastic']",22,2.87426666666667,"pitcher_plastic_original","['pitcher']","list1",1,1829
"566","'yes'","color",648,"'yes'","['purple']","57","['purple']","['wood']",22,2.87426666666667,"chair_wood_purple","['chair']","list1",1,1830
"567","'yes'","material",1032,"'yes'","['white']","61","['paper']","['paper']",22,2.87426666666667,"plate_paper_original","['plate']","list1",1,1834
"568","'yes'","material",768,"'yes'","['blue']","62","['cardboard']","['cardboard']",22,2.87426666666667,"box_cardboard_blue","['box']","list1",1,1835
"569","'yes'","material",680,"'yes'","['green']","67","['wood']","['wood']",22,2.87426666666667,"chair_wood_green","['chair']","list1",1,1840
"570","'yes'","color",744,"'yes'","['green']","68","['green']","['glass']",22,2.87426666666667,"bowl_glass_green","['bowl']","list1",1,1841
"571","'yes'","material",744,"'yes'","['pink']","69","['plastic']","['plastic']",22,2.87426666666667,"plate_plastic_pink","['plate']","list1",1,1842
"572","'yes'","color",823,"'yes'","['silver']","70","['silver']","['metal']",22,2.87426666666667,"spoon_metal_original","['spoon']","list1",1,1843
"573","'yes'","material",680,"'yes'","['blue']","74","['plastic']","['plastic']",22,2.87426666666667,"spoon_plastic_blue","['spoon']","list1",1,1847
"574","'yes'","material",672,"'yes'","['blue']","76","['plastic']","['plastic']",22,2.87426666666667,"bottle_plastic_blue","['bottle']","list1",1,1849
"575","'yes'","color",608,"'yes'","['green']","78","['green']","['metal']",22,2.87426666666667,"table_metal_green","['table']","list1",1,1851
"576","'yes'","material",680,"'yes'","['blue']","79","['glass']","['glass']",22,2.87426666666667,"bowl_glass_blue","['bowl']","list1",1,1852
"577","'yes'","color",935,"'yes'","['purple']","82","['purple']","['denim']",22,2.87426666666667,"jacket_denim_purple","['jacket']","list1",1,1855
"578","'yes'","material",872,"'yes'","['green']","83","['glass']","['glass']",22,2.87426666666667,"pitcher_glass_green","['pitcher']","list1",1,1856
"579","'yes'","material",776,"'yes'","['green']","84","['metal']","['metal']",22,2.87426666666667,"chair_metal_green","['chair']","list1",1,1857
"580","'yes'","color",952,"'yes'","['silver']","86","['silver']","['metal']",22,2.87426666666667,"chair_metal_original","['chair']","list1",1,1859
"581","'yes'","color",712,"'yes'","['green']","87","['green']","['plastic']",22,2.87426666666667,"cup_plastic_green","['cup']","list1",1,1860
"582","'yes'","color",760,"'yes'","['green']","88","['green']","['glass']",22,2.87426666666667,"bottle_glass_green","['bottle']","list1",1,1861
"583","'yes'","material",1153,"'yes'","['blue']","89","['wood']","['wood']",22,2.87426666666667,"spoon_wood_blue","['spoon']","list1",1,1862
