"workerid","correct_answer","feature_type","label","Answer.time_in_minutes","item","feature","slide_number_in_experiment","correct_material","correct_color","response","speaker_cond"
38,"yes","color","table_wood_brown_original",6.37345,"table","brown","34","wood","brown","[1114, 'yes']","list2"
38,"no","material","chair_metal_green",6.37345,"chair","paper","35","metal","green","[990, 'no']","list2"
38,"no","color","bowl_metal_silver_original",6.37345,"bowl","white","36","metal","silver","[1068, 'no']","list2"
38,"no","material","spoon_plastic_blue",6.37345,"spoon","metal","37","plastic","blue","[1260, 'no']","list2"
38,"yes","color","box_wood_brown_original",6.37345,"box","brown","38","wood","brown","[945, 'yes']","list2"
38,"no","color","bowl_glass_green",6.37345,"bowl","yellow","39","glass","green","[934, 'no']","list2"
38,"no","material","cup_metal_silver_original",6.37345,"cup","rubber","40","metal","silver","[888, 'no']","list2"
38,"yes","material","box_cardboard_green",6.37345,"box","cardboard","41","cardboard","green","[1057, 'yes']","list2"
38,"yes","color","jacket_leather_green",6.37345,"jacket","green","42","leather","green","[832, 'yes']","list2"
38,"no","color","bag_plastic_green",6.37345,"bag","yellow","43","plastic","green","[1203, 'no']","list2"
38,"no","color","spoon_wood_green",6.37345,"spoon","white","44","wood","green","[912, 'no']","list2"
38,"no","material","jacket_denim_green",6.37345,"jacket","rubber","45","denim","green","[1023, 'no']","list2"
38,"no","color","chair_wood_purple",6.37345,"chair","pink","46","wood","purple","[888, 'no']","list2"
38,"yes","color","pitcher_glass_blue",6.37345,"pitcher","blue","47","glass","blue","[990, 'yes']","list2"
38,"no","material","bag_paper_brown_original",6.37345,"bag","wood","48","paper","brown","[934, 'no']","list2"
38,"no","color","chair_plastic_blue_original",6.37345,"chair","black","49","plastic","blue","[911, 'no']","list2"
38,"yes","material","bag_plastic_white_original",6.37345,"bag","plastic","50","plastic","white","[810, 'yes']","list2"
38,"yes","color","plate_paper_green",6.37345,"plate","green","51","paper","green","[787, 'yes']","list2"
38,"no","color","pitcher_metal_blue",6.37345,"pitcher","yellow","52","metal","blue","[844, 'no']","list2"
38,"yes","color","cup_plastic_clear_original",6.37345,"cup","clear","53","plastic","clear","[1057, 'yes']","list2"
38,"yes","material","plate_plastic_blue_original",6.37345,"plate","plastic","54","plastic","blue","[776, 'yes']","list2"
38,"no","material","box_cardboard_blue",6.37345,"box","paper","55","cardboard","blue","[854, 'yes']","list2"
38,"no","material","spoon_wood_blue",6.37345,"spoon","plastic","56","wood","blue","[1001, 'no']","list2"
38,"yes","material","spoon_plastic_green",6.37345,"spoon","plastic","57","plastic","green","[1293, 'yes']","list2"
38,"no","material","boot_leather_green",6.37345,"boot","denim","58","leather","green","[990, 'no']","list2"
38,"no","color","jacket_leather_purple",6.37345,"jacket","red","59","leather","purple","[1181, 'no']","list2"
38,"yes","material","cup_plastic_blue",6.37345,"cup","plastic","60","plastic","blue","[798, 'yes']","list2"
38,"yes","color","box_cardboard_brown_original",6.37345,"box","brown","61","cardboard","brown","[765, 'yes']","list2"
38,"no","material","plate_plastic_green",6.37345,"plate","rubber","62","plastic","green","[946, 'no']","list2"
38,"yes","color","chair_wood_brown_original",6.37345,"chair","brown","63","wood","brown","[832, 'yes']","list2"
38,"yes","material","bottle_glass_blue",6.37345,"bottle","glass","64","glass","blue","[1226, 'yes']","list2"
38,"no","color","chair_metal_silver_original",6.37345,"chair","clear","65","metal","silver","[1170, 'no']","list2"
38,"no","material","chair_wood_green",6.37345,"chair","metal","66","wood","green","[1542, 'no']","list2"
38,"no","material","bowl_glass_blue",6.37345,"bowl","cardboard","67","glass","blue","[922, 'no']","list2"
38,"yes","material","jacket_denim_blue_original",6.37345,"jacket","denim","68","denim","blue","[787, 'yes']","list2"
38,"yes","material","box_wood_green",6.37345,"box","wood","69","wood","green","[822, 'yes']","list2"
38,"no","material","pitcher_glass_green",6.37345,"pitcher","paper","70","glass","green","[820, 'no']","list2"
38,"yes","material","pitcher_plastic_blue",6.37345,"pitcher","plastic","71","plastic","blue","[1024, 'yes']","list2"
38,"yes","color","pitcher_metal_silver_original",6.37345,"pitcher","silver","72","metal","silver","[821, 'yes']","list2"
38,"no","color","boot_rubber_brown",6.37345,"boot","clear","73","rubber","brown","[900, 'no']","list2"
38,"yes","color","bottle_glass_clear_original",6.37345,"bottle","clear","74","glass","clear","[810, 'yes']","list2"
38,"yes","color","spoon_metal_blue",6.37345,"spoon","blue","75","metal","blue","[979, 'yes']","list2"
38,"yes","material","chair_metal_purple",6.37345,"chair","metal","76","metal","purple","[765, 'yes']","list2"
38,"no","material","bottle_plastic_blue",6.37345,"bottle","glass","77","plastic","blue","[1508, 'no']","list2"
38,"yes","material","chair_plastic_purple",6.37345,"chair","plastic","78","plastic","purple","[1215, 'yes']","list2"
38,"no","material","spoon_metal_green",6.37345,"spoon","cardboard","79","metal","green","[1249, 'no']","list2"
38,"no","material","plate_plastic_pink",6.37345,"plate","cardboard","80","plastic","pink","[1102, 'no']","list2"
38,"no","color","bottle_plastic_green",6.37345,"bottle","white","81","plastic","green","[1001, 'no']","list2"
38,"yes","material","boot_leather_black_original",6.37345,"boot","leather","82","leather","black","[990, 'yes']","list2"
38,"no","color","spoon_metal_silver_original",6.37345,"spoon","white","83","metal","silver","[990, 'no']","list2"
38,"no","material","plate_paper_white_original",6.37345,"plate","leather","84","paper","white","[990, 'no']","list2"
38,"no","material","pitcher_plastic_white_original",6.37345,"pitcher","denim","85","plastic","white","[855, 'no']","list2"
38,"no","material","pitcher_metal_green",6.37345,"pitcher","leather","86","metal","green","[1035, 'no']","list2"
38,"no","material","table_metal_silver_original",6.37345,"table","denim","87","metal","silver","[956, 'no']","list2"
38,"no","color","box_wood_blue",6.37345,"box","purple","88","wood","blue","[1046, 'no']","list2"
38,"yes","color","table_metal_blue",6.37345,"table","blue","89","metal","blue","[923, 'yes']","list2"
38,"yes","material","plate_paper_blue",6.37345,"plate","paper","90","paper","blue","[1485, 'yes']","list2"
39,"Barbara","","",3.30776666666667,"","","bot_check","","","[0, 'Barbara']","list2"
39,"no","material","p_ball_metal_original",3.30776666666667,"ball","glass","practice_trial","metal","silver","[1407, 'no']","list2"
39,"yes","color","p_door_wood_yellow",3.30776666666667,"door","yellow","practice_trial","wood","yellow","[997, 'no']","list2"
39,"no","color","p_ruler_metal_blue",3.30776666666667,"bag","red","practice_trial","metal","blue","[881, 'no']","list2"
39,"yes","material","p_ball_plastic_red",3.30776666666667,"ball","plastic","practice_trial","plastic","red","[1911, 'yes']","list2"
39,"yes","material","chair_plastic_purple",3.30776666666667,"chair","plastic","10","plastic","purple","[1219, 'yes']","list2"
39,"yes","material","bag_paper_green",3.30776666666667,"bag","paper","11","paper","green","[1286, 'yes']","list2"
39,"yes","material","table_wood_green",3.30776666666667,"table","wood","12","wood","green","[1487, 'yes']","list2"
39,"yes","material","chair_metal_purple",3.30776666666667,"chair","metal","13","metal","purple","[1332, 'yes']","list2"
39,"no","material","chair_wood_green",3.30776666666667,"chair","rubber","14","wood","green","[1009, 'no']","list2"
39,"no","color","jacket_denim_purple",3.30776666666667,"jacket","pink","15","denim","purple","[1408, 'no']","list2"
39,"no","color","pitcher_metal_blue",3.30776666666667,"pitcher","brown","16","metal","blue","[1207, 'no']","list2"
39,"yes","material","bottle_glass_blue",3.30776666666667,"bottle","glass","17","glass","blue","[1095, 'yes']","list2"
39,"yes","material","box_cardboard_green",3.30776666666667,"box","cardboard","18","cardboard","green","[1195, 'yes']","list2"
39,"yes","material","bag_plastic_white_original",3.30776666666667,"bag","plastic","19","plastic","white","[1013, 'yes']","list2"
39,"yes","color","box_cardboard_brown_original",3.30776666666667,"box","brown","20","cardboard","brown","[879, 'yes']","list2"
39,"yes","color","chair_plastic_green",3.30776666666667,"chair","green","21","plastic","green","[904, 'yes']","list2"
39,"yes","color","table_wood_blue",3.30776666666667,"table","blue","22","wood","blue","[855, 'yes']","list2"
39,"yes","color","bag_plastic_blue",3.30776666666667,"bag","blue","23","plastic","blue","[925, 'yes']","list2"
39,"no","color","spoon_wood_green",3.30776666666667,"spoon","pink","24","wood","green","[863, 'no']","list2"
39,"no","material","boot_leather_green",3.30776666666667,"boot","denim","25","leather","green","[1118, 'no']","list2"
39,"no","color","bowl_glass_green",3.30776666666667,"bowl","white","26","glass","green","[1205, 'no']","list2"
39,"yes","color","box_wood_brown_original",3.30776666666667,"box","brown","27","wood","brown","[862, 'yes']","list2"
39,"no","color","bag_paper_blue",3.30776666666667,"bag","black","28","paper","blue","[858, 'no']","list2"
39,"yes","material","bottle_plastic_clear_original",3.30776666666667,"bottle","plastic","29","plastic","clear","[1270, 'yes']","list2"
39,"yes","material","bowl_metal_blue",3.30776666666667,"bowl","metal","30","metal","blue","[893, 'yes']","list2"
39,"no","material","boot_rubber_green",3.30776666666667,"boot","wood","31","rubber","green","[890, 'no']","list2"
39,"yes","material","plate_paper_blue",3.30776666666667,"plate","paper","32","paper","blue","[1056, 'yes']","list2"
39,"yes","material","box_wood_green",3.30776666666667,"box","wood","33","wood","green","[1072, 'yes']","list2"
39,"no","material","bottle_plastic_blue",3.30776666666667,"bottle","leather","34","plastic","blue","[1199, 'no']","list2"
39,"no","material","plate_plastic_pink",3.30776666666667,"plate","cardboard","35","plastic","pink","[1223, 'no']","list2"
39,"no","color","boot_rubber_brown",3.30776666666667,"boot","pink","36","rubber","brown","[824, 'no']","list2"
39,"yes","color","spoon_plastic_white_original",3.30776666666667,"spoon","white","37","plastic","white","[1054, 'no']","list2"
39,"no","color","spoon_metal_silver_original",3.30776666666667,"spoon","clear","38","metal","silver","[1165, 'no']","list2"
39,"yes","color","pitcher_metal_silver_original",3.30776666666667,"pitcher","silver","39","metal","silver","[1233, 'yes']","list2"
39,"no","color","table_metal_green",3.30776666666667,"table","silver","40","metal","green","[1472, 'no']","list2"
39,"no","color","bottle_glass_green",3.30776666666667,"bottle","red","41","glass","green","[1243, 'no']","list2"
39,"yes","material","spoon_plastic_green",3.30776666666667,"spoon","plastic","42","plastic","green","[867, 'yes']","list2"
39,"yes","color","cup_plastic_clear_original",3.30776666666667,"cup","clear","43","plastic","clear","[864, 'no']","list2"
39,"no","color","bag_plastic_green",3.30776666666667,"bag","black","44","plastic","green","[1183, 'no']","list2"
39,"no","material","spoon_plastic_blue",3.30776666666667,"spoon","metal","45","plastic","blue","[1104, 'no']","list2"
39,"no","color","jacket_leather_purple",3.30776666666667,"jacket","black","46","leather","purple","[792, 'no']","list2"
39,"yes","color","boot_rubber_black_original",3.30776666666667,"boot","black","47","rubber","black","[1082, 'yes']","list2"
39,"yes","color","plate_paper_green",3.30776666666667,"plate","green","48","paper","green","[1286, 'yes']","list2"
39,"no","color","chair_plastic_blue_original",3.30776666666667,"chair","silver","49","plastic","blue","[1138, 'no']","list2"
39,"no","material","plate_paper_white_original",3.30776666666667,"plate","metal","50","paper","white","[973, 'no']","list2"
39,"no","material","pitcher_glass_green",3.30776666666667,"pitcher","plastic","51","glass","green","[1080, 'no']","list2"
39,"yes","color","jacket_leather_green",3.30776666666667,"jacket","green","52","leather","green","[960, 'no']","list2"
39,"no","material","cup_metal_silver_original",3.30776666666667,"cup","rubber","53","metal","silver","[1750, 'no']","list2"
39,"no","color","bowl_metal_silver_original",3.30776666666667,"bowl","red","54","metal","silver","[785, 'no']","list2"
39,"yes","color","boot_leather_brown",3.30776666666667,"boot","brown","55","leather","brown","[1143, 'yes']","list2"
39,"no","material","pitcher_metal_green",3.30776666666667,"pitcher","rubber","56","metal","green","[976, 'no']","list2"
39,"yes","material","plate_plastic_blue_original",3.30776666666667,"plate","plastic","57","plastic","blue","[1768, 'yes']","list2"
39,"yes","color","pitcher_glass_blue",3.30776666666667,"pitcher","blue","58","glass","blue","[996, 'yes']","list2"
39,"yes","color","table_wood_brown_original",3.30776666666667,"table","brown","59","wood","brown","[759, 'yes']","list2"
39,"yes","color","cup_metal_green",3.30776666666667,"cup","green","60","metal","green","[775, 'yes']","list2"
39,"no","material","spoon_wood_blue",3.30776666666667,"spoon","denim","61","wood","blue","[1562, 'no']","list2"
39,"no","material","plate_plastic_green",3.30776666666667,"plate","denim","62","plastic","green","[1096, 'no']","list2"
39,"no","color","chair_metal_silver_original",3.30776666666667,"chair","blue","63","metal","silver","[1432, 'no']","list2"
39,"yes","material","spoon_wood_brown_original",3.30776666666667,"spoon","wood","64","wood","brown","[1244, 'yes']","list2"
39,"no","color","bottle_plastic_green",3.30776666666667,"bottle","clear","65","plastic","green","['late', 'no']","list2"
39,"no","material","table_metal_silver_original",3.30776666666667,"table","wood","66","metal","silver","[1276, 'no']","list2"
39,"no","color","cup_metal_blue",3.30776666666667,"cup","brown","67","metal","blue","['late', 'no']","list2"
39,"no","color","cup_plastic_green",3.30776666666667,"cup","purple","68","plastic","green","[1104, 'no']","list2"
39,"yes","material","jacket_leather_black_original",3.30776666666667,"jacket","leather","69","leather","black","[1723, 'no']","list2"
39,"yes","material","pitcher_glass_clear_original",3.30776666666667,"pitcher","glass","70","glass","clear","[1014, 'yes']","list2"
39,"yes","color","table_metal_blue",3.30776666666667,"table","blue","71","metal","blue","[926, 'yes']","list2"
39,"no","color","pitcher_plastic_green",3.30776666666667,"pitcher","white","72","plastic","green","[1087, 'no']","list2"
39,"yes","material","boot_leather_black_original",3.30776666666667,"boot","leather","73","leather","black","[1263, 'yes']","list2"
39,"yes","color","chair_wood_brown_original",3.30776666666667,"chair","brown","74","wood","brown","[760, 'yes']","list2"
39,"no","material","chair_metal_green",3.30776666666667,"chair","plastic","75","metal","green","[911, 'no']","list2"
39,"yes","material","jacket_denim_blue_original",3.30776666666667,"jacket","denim","76","denim","blue","[817, 'yes']","list2"
39,"no","material","jacket_denim_green",3.30776666666667,"jacket","plastic","77","denim","green","[987, 'no']","list2"
39,"yes","color","bowl_glass_clear_original",3.30776666666667,"bowl","clear","78","glass","clear","[951, 'yes']","list2"
39,"yes","color","bowl_metal_green",3.30776666666667,"bowl","green","79","metal","green","[1170, 'yes']","list2"
39,"no","material","spoon_metal_green",3.30776666666667,"spoon","rubber","80","metal","green","[1171, 'no']","list2"
39,"yes","color","spoon_metal_blue",3.30776666666667,"spoon","blue","81","metal","blue","[806, 'yes']","list2"
39,"no","material","pitcher_plastic_white_original",3.30776666666667,"pitcher","denim","82","plastic","white","[741, 'no']","list2"
39,"no","material","bag_paper_brown_original",3.30776666666667,"bag","metal","83","paper","brown","[997, 'no']","list2"
39,"no","color","box_wood_blue",3.30776666666667,"box","clear","84","wood","blue","[1101, 'no']","list2"
39,"no","color","chair_wood_purple",3.30776666666667,"chair","blue","85","wood","purple","[776, 'no']","list2"
39,"no","material","bowl_glass_blue",3.30776666666667,"bowl","denim","86","glass","blue","[828, 'no']","list2"
39,"yes","color","bottle_glass_clear_original",3.30776666666667,"bottle","clear","87","glass","clear","[859, 'yes']","list2"
39,"yes","material","pitcher_plastic_blue",3.30776666666667,"pitcher","plastic","88","plastic","blue","[930, 'yes']","list2"
39,"yes","material","cup_plastic_blue",3.30776666666667,"cup","plastic","89","plastic","blue","[751, 'yes']","list2"
39,"no","material","box_cardboard_blue",3.30776666666667,"box","glass","90","cardboard","blue","[771, 'no']","list2"
40,"Linda","","",4.51271666666667,"","","bot_check","","","[0, 'Linda']","list2"
40,"no","material","p_ball_metal_original",4.51271666666667,"ball","glass","practice_trial","metal","silver","[1944, 'no']","list2"
40,"yes","color","p_door_wood_yellow",4.51271666666667,"door","yellow","practice_trial","wood","yellow","[1658, 'yes']","list2"
40,"no","color","p_ruler_metal_blue",4.51271666666667,"bag","red","practice_trial","metal","blue","[1790, 'no']","list2"
40,"yes","material","p_ball_plastic_red",4.51271666666667,"ball","plastic","practice_trial","plastic","red","[1616, 'no']","list2"
40,"no","material","pitcher_plastic_white_original",4.51271666666667,"pitcher","leather","10","plastic","white","[1788, 'no']","list2"
40,"yes","material","jacket_leather_black_original",4.51271666666667,"jacket","leather","11","leather","black","[1519, 'yes']","list2"
40,"yes","color","plate_paper_green",4.51271666666667,"plate","green","12","paper","green","[1386, 'yes']","list2"
40,"no","material","plate_plastic_green",4.51271666666667,"plate","denim","13","plastic","green","[1324, 'no']","list2"
40,"no","color","pitcher_plastic_green",4.51271666666667,"pitcher","black","14","plastic","green","[1260, 'no']","list2"
40,"yes","color","spoon_metal_blue",4.51271666666667,"spoon","blue","15","metal","blue","[1297, 'yes']","list2"
40,"yes","material","plate_paper_blue",4.51271666666667,"plate","paper","16","paper","blue","[1503, 'yes']","list2"
40,"no","color","boot_rubber_brown",4.51271666666667,"boot","silver","17","rubber","brown","[1280, 'no']","list2"
40,"no","material","pitcher_glass_green",4.51271666666667,"pitcher","leather","18","glass","green","[1381, 'no']","list2"
40,"no","material","cup_metal_silver_original",4.51271666666667,"cup","denim","19","metal","silver","[1311, 'no']","list2"
40,"yes","material","bag_paper_green",4.51271666666667,"bag","paper","20","paper","green","[1317, 'yes']","list2"
40,"yes","material","chair_metal_purple",4.51271666666667,"chair","metal","21","metal","purple","[1435, 'yes']","list2"
40,"yes","color","chair_plastic_green",4.51271666666667,"chair","green","22","plastic","green","[1144, 'yes']","list2"
40,"no","color","spoon_wood_green",4.51271666666667,"spoon","purple","23","wood","green","[1169, 'no']","list2"
40,"no","color","cup_metal_blue",4.51271666666667,"cup","silver","24","metal","blue","[1185, 'no']","list2"
40,"yes","material","bottle_glass_blue",4.51271666666667,"bottle","glass","25","glass","blue","[1180, 'yes']","list2"
40,"no","material","chair_metal_green",4.51271666666667,"chair","wood","26","metal","green","[1080, 'no']","list2"
40,"yes","color","bag_plastic_blue",4.51271666666667,"bag","blue","27","plastic","blue","[1085, 'yes']","list2"
40,"yes","color","bowl_metal_green",4.51271666666667,"bowl","green","28","metal","green","[1309, 'yes']","list2"
40,"no","color","box_wood_blue",4.51271666666667,"box","silver","29","wood","blue","[1216, 'no']","list2"
40,"yes","color","box_cardboard_brown_original",4.51271666666667,"box","brown","30","cardboard","brown","[1149, 'yes']","list2"
40,"yes","color","cup_metal_green",4.51271666666667,"cup","green","31","metal","green","[1358, 'yes']","list2"
40,"yes","material","plate_plastic_blue_original",4.51271666666667,"plate","plastic","32","plastic","blue","[1432, 'no']","list2"
40,"yes","material","bag_plastic_white_original",4.51271666666667,"bag","plastic","33","plastic","white","[1316, 'yes']","list2"
40,"yes","color","boot_rubber_black_original",4.51271666666667,"boot","black","34","rubber","black","[1120, 'yes']","list2"
40,"no","material","spoon_metal_green",4.51271666666667,"spoon","rubber","35","metal","green","[1213, 'no']","list2"
40,"no","color","table_metal_green",4.51271666666667,"table","pink","36","metal","green","[1308, 'no']","list2"
40,"yes","color","chair_wood_brown_original",4.51271666666667,"chair","brown","37","wood","brown","[1130, 'yes']","list2"
40,"no","color","bag_paper_blue",4.51271666666667,"bag","white","38","paper","blue","[1203, 'no']","list2"
40,"no","color","bowl_metal_silver_original",4.51271666666667,"bowl","purple","39","metal","silver","[1160, 'no']","list2"
40,"no","color","jacket_leather_purple",4.51271666666667,"jacket","blue","40","leather","purple","[1175, 'no']","list2"
40,"yes","color","table_metal_blue",4.51271666666667,"table","blue","41","metal","blue","[1038, 'yes']","list2"
40,"no","material","bag_paper_brown_original",4.51271666666667,"bag","leather","42","paper","brown","[1280, 'no']","list2"
40,"yes","material","box_wood_green",4.51271666666667,"box","wood","43","wood","green","[1631, 'yes']","list2"
40,"yes","material","chair_plastic_purple",4.51271666666667,"chair","plastic","44","plastic","purple","[1897, 'no']","list2"
40,"yes","material","jacket_denim_blue_original",4.51271666666667,"jacket","denim","45","denim","blue","[1316, 'yes']","list2"
40,"no","color","bottle_plastic_green",4.51271666666667,"bottle","purple","46","plastic","green","[1107, 'no']","list2"
40,"yes","material","bottle_plastic_clear_original",4.51271666666667,"bottle","plastic","47","plastic","clear","[1138, 'yes']","list2"
40,"yes","material","spoon_wood_brown_original",4.51271666666667,"spoon","wood","48","wood","brown","[1550, 'yes']","list2"
40,"no","color","bag_plastic_green",4.51271666666667,"bag","red","49","plastic","green","[1218, 'no']","list2"
40,"no","material","pitcher_metal_green",4.51271666666667,"pitcher","rubber","50","metal","green","[1372, 'no']","list2"
40,"yes","material","pitcher_glass_clear_original",4.51271666666667,"pitcher","glass","51","glass","clear","[1324, 'yes']","list2"
40,"no","material","chair_wood_green",4.51271666666667,"chair","rubber","52","wood","green","[1122, 'no']","list2"
40,"no","material","boot_rubber_green",4.51271666666667,"boot","denim","53","rubber","green","[1133, 'no']","list2"
40,"no","material","bottle_plastic_blue",4.51271666666667,"bottle","metal","54","plastic","blue","[1314, 'no']","list2"
40,"no","color","bowl_glass_green",4.51271666666667,"bowl","black","55","glass","green","[1276, 'no']","list2"
40,"no","color","cup_plastic_green",4.51271666666667,"cup","pink","56","plastic","green","[1099, 'no']","list2"
40,"yes","material","boot_leather_black_original",4.51271666666667,"boot","leather","57","leather","black","[1319, 'yes']","list2"
40,"yes","color","table_wood_blue",4.51271666666667,"table","blue","58","wood","blue","[1123, 'yes']","list2"
40,"no","color","bottle_glass_green",4.51271666666667,"bottle","blue","59","glass","green","[1184, 'no']","list2"
40,"yes","color","cup_plastic_clear_original",4.51271666666667,"cup","clear","60","plastic","clear","[1013, 'yes']","list2"
40,"no","color","chair_metal_silver_original",4.51271666666667,"chair","purple","61","metal","silver","[1610, 'no']","list2"
40,"yes","color","pitcher_metal_silver_original",4.51271666666667,"pitcher","silver","62","metal","silver","[1157, 'yes']","list2"
40,"yes","material","table_wood_green",4.51271666666667,"table","wood","63","wood","green","[1077, 'no']","list2"
40,"no","material","bowl_glass_blue",4.51271666666667,"bowl","paper","64","glass","blue","[1232, 'no']","list2"
40,"no","material","plate_paper_white_original",4.51271666666667,"plate","denim","65","paper","white","[1167, 'no']","list2"
40,"yes","color","spoon_plastic_white_original",4.51271666666667,"spoon","white","66","plastic","white","[1045, 'yes']","list2"
40,"yes","color","bottle_glass_clear_original",4.51271666666667,"bottle","clear","67","glass","clear","[1113, 'yes']","list2"
40,"yes","color","box_wood_brown_original",4.51271666666667,"box","brown","68","wood","brown","[1427, 'yes']","list2"
40,"yes","material","box_cardboard_green",4.51271666666667,"box","cardboard","69","cardboard","green","[1238, 'yes']","list2"
40,"yes","material","spoon_plastic_green",4.51271666666667,"spoon","plastic","70","plastic","green","[1148, 'yes']","list2"
40,"no","color","chair_plastic_blue_original",4.51271666666667,"chair","red","71","plastic","blue","[1096, 'no']","list2"
40,"no","color","spoon_metal_silver_original",4.51271666666667,"spoon","purple","72","metal","silver","[1513, 'no']","list2"
40,"yes","material","cup_plastic_blue",4.51271666666667,"cup","plastic","73","plastic","blue","[1010, 'yes']","list2"
40,"no","material","box_cardboard_blue",4.51271666666667,"box","rubber","74","cardboard","blue","[1839, 'no']","list2"
40,"yes","color","bowl_glass_clear_original",4.51271666666667,"bowl","clear","75","glass","clear","[1034, 'yes']","list2"
40,"yes","material","pitcher_plastic_blue",4.51271666666667,"pitcher","plastic","76","plastic","blue","[1410, 'yes']","list2"
40,"no","material","spoon_wood_blue",4.51271666666667,"spoon","glass","77","wood","blue","[1069, 'no']","list2"
40,"yes","color","pitcher_glass_blue",4.51271666666667,"pitcher","blue","78","glass","blue","[1610, 'yes']","list2"
40,"yes","material","bowl_metal_blue",4.51271666666667,"bowl","metal","79","metal","blue","[1177, 'yes']","list2"
40,"no","color","pitcher_metal_blue",4.51271666666667,"pitcher","silver","80","metal","blue","[1552, 'no']","list2"
40,"no","material","jacket_denim_green",4.51271666666667,"jacket","wood","81","denim","green","[1286, 'no']","list2"
40,"no","material","plate_plastic_pink",4.51271666666667,"plate","paper","82","plastic","pink","[1253, 'yes']","list2"
40,"no","color","chair_wood_purple",4.51271666666667,"chair","yellow","83","wood","purple","[1121, 'no']","list2"
40,"no","material","spoon_plastic_blue",4.51271666666667,"spoon","cardboard","84","plastic","blue","[1285, 'no']","list2"
40,"no","color","jacket_denim_purple",4.51271666666667,"jacket","pink","85","denim","purple","[1231, 'no']","list2"
40,"yes","color","boot_leather_brown",4.51271666666667,"boot","brown","86","leather","brown","[1064, 'yes']","list2"
40,"yes","color","table_wood_brown_original",4.51271666666667,"table","brown","87","wood","brown","[1079, 'yes']","list2"
40,"no","material","boot_leather_green",4.51271666666667,"boot","rubber","88","leather","green","[1200, 'no']","list2"
40,"no","material","table_metal_silver_original",4.51271666666667,"table","wood","89","metal","silver","[1301, 'no']","list2"
40,"yes","color","jacket_leather_green",4.51271666666667,"jacket","green","90","leather","green","[1029, 'yes']","list2"
41,"Elizabeth","","",4.29213333333333,"","","bot_check","","","[0, 'Elizabeth']","list2"
41,"no","material","p_ball_metal_original",4.29213333333333,"ball","glass","practice_trial","metal","silver","[992, 'no']","list2"
41,"yes","color","p_door_wood_yellow",4.29213333333333,"door","yellow","practice_trial","wood","yellow","[1064, 'yes']","list2"
41,"no","color","p_ruler_metal_blue",4.29213333333333,"bag","red","practice_trial","metal","blue","[1032, 'no']","list2"
41,"yes","material","p_ball_plastic_red",4.29213333333333,"ball","plastic","practice_trial","plastic","red","[1352, 'yes']","list2"
41,"yes","material","bottle_plastic_clear_original",4.29213333333333,"bottle","plastic","10","plastic","clear","[1024, 'yes']","list2"
41,"no","color","pitcher_metal_blue",4.29213333333333,"pitcher","green","11","metal","blue","[776, 'no']","list2"
41,"no","color","spoon_wood_green",4.29213333333333,"spoon","blue","12","wood","green","[808, 'no']","list2"
41,"yes","color","plate_paper_green",4.29213333333333,"plate","green","13","paper","green","[928, 'yes']","list2"
41,"no","color","boot_rubber_brown",4.29213333333333,"boot","purple","14","rubber","brown","[768, 'no']","list2"
41,"yes","material","jacket_denim_blue_original",4.29213333333333,"jacket","denim","15","denim","blue","[816, 'yes']","list2"
41,"no","material","bowl_glass_blue",4.29213333333333,"bowl","cardboard","16","glass","blue","[704, 'no']","list2"
41,"no","material","pitcher_glass_green",4.29213333333333,"pitcher","wood","17","glass","green","[704, 'no']","list2"
41,"no","color","bottle_plastic_green",4.29213333333333,"bottle","brown","18","plastic","green","[936, 'no']","list2"
41,"no","material","plate_paper_white_original",4.29213333333333,"plate","leather","19","paper","white","[896, 'no']","list2"
41,"no","material","plate_plastic_green",4.29213333333333,"plate","leather","20","plastic","green","[944, 'no']","list2"
41,"no","color","chair_metal_silver_original",4.29213333333333,"chair","green","21","metal","silver","[992, 'no']","list2"
41,"yes","material","table_wood_green",4.29213333333333,"table","wood","22","wood","green","[1248, 'yes']","list2"
41,"yes","color","pitcher_metal_silver_original",4.29213333333333,"pitcher","silver","23","metal","silver","[928, 'yes']","list2"
41,"no","material","boot_leather_green",4.29213333333333,"boot","plastic","24","leather","green","[960, 'no']","list2"
41,"no","color","bag_plastic_green",4.29213333333333,"bag","purple","25","plastic","green","[888, 'no']","list2"
41,"yes","color","pitcher_glass_blue",4.29213333333333,"pitcher","blue","26","glass","blue","[960, 'yes']","list2"
41,"yes","material","boot_leather_black_original",4.29213333333333,"boot","leather","27","leather","black","[1016, 'yes']","list2"
41,"no","color","cup_plastic_green",4.29213333333333,"cup","clear","28","plastic","green","[736, 'no']","list2"
41,"no","material","spoon_wood_blue",4.29213333333333,"spoon","plastic","29","wood","blue","[1296, 'no']","list2"
41,"yes","color","bowl_metal_green",4.29213333333333,"bowl","green","30","metal","green","[1040, 'yes']","list2"
41,"yes","color","table_wood_brown_original",4.29213333333333,"table","brown","31","wood","brown","[1280, 'no']","list2"
41,"no","color","bowl_metal_silver_original",4.29213333333333,"bowl","pink","32","metal","silver","[824, 'no']","list2"
41,"yes","color","boot_rubber_black_original",4.29213333333333,"boot","black","33","rubber","black","[1168, 'yes']","list2"
41,"yes","color","cup_plastic_clear_original",4.29213333333333,"cup","clear","34","plastic","clear","[672, 'yes']","list2"
41,"yes","color","bowl_glass_clear_original",4.29213333333333,"bowl","clear","35","glass","clear","[656, 'yes']","list2"
